Jogador,Nacao,Posicao,Equipe,Idade,Jogos_disputados,Jogos_iniciados,Gols,Assistencias,Penaltis_batidos,Penaltis_convertidos,Amarelos,Vermelhos,Xg,Xag,Carregadas_progressivas,Passes_progressivos,Passes_progressivos_recebidos
Amine Harit,ma MAR,"LT,AT",Marseille,26,28,21,1,2,0,0,5,0,3.7,3.7,84,127,112
Silvan Hefti,ch SUI,"ZG,AT",Montpellier,25,11,9,0,1,0,0,1,0,0.2,1.0,14,25,36
Henrique,br BRA,ZG,Lyon,29,11,6,1,0,0,0,2,0,0.3,0.4,20,36,33
Luis Henrique,br BRA,"AT,ZG",Marseille,21,15,8,1,0,0,0,0,0,1.3,0.7,30,40,84
Christophe Hérelle,mq MTQ,ZG,Metz,30,19,18,0,0,0,0,4,1,0.1,0.0,1,41,1
Lucas Hernández,fr FRA,ZG,Paris S-G,27,27,23,1,1,0,0,6,0,0.5,1.6,30,156,22
Andrej Ilic,rs SRB,AT,Lille,23,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Bonke Innocent,ng NGA,LT,Lorient,27,4,3,0,0,0,0,1,0,0.0,0.1,0,13,2
Ismaily,br BRA,ZG,Lille,33,30,28,1,1,0,0,1,0,0.3,1.2,74,114,110
Yanis Issoufou,fr FRA,LT,Montpellier,16,1,0,0,0,0,0,0,0,0.0,0.0,0,1,1
Junya Ito,jp JPN,"AT,LT",Reims,30,31,31,3,7,0,0,2,0,4.5,11.5,123,139,287
Jérémy Jacquet,fr FRA,LT,Rennes,18,1,0,0,0,0,0,0,0,0.0,0.0,1,0,0
Jérémy Jacquet,fr FRA,ZG,Clermont Foot,18,6,2,0,1,0,0,0,0,0.2,0.3,5,15,4
Ismail Jakobs,sn SEN,ZG,Monaco,23,22,16,1,2,0,0,0,0,1.3,1.8,44,56,133
Ablie Jallow,gm GAM,"LT,AT",Metz,24,17,10,3,2,1,1,1,0,2.0,1.0,29,42,53
Danley Jean-Jacques,ht HAI,LT,Metz,23,33,30,0,0,0,0,5,0,2.9,0.6,35,84,53
Jeffinho,br BRA,"AT,LT",Lyon,23,10,3,1,1,0,0,0,0,1.0,0.6,15,14,36
Antoine Joujou,fr FRA,"AT,LT",Le Havre,20,23,6,0,2,0,0,1,0,1.1,0.6,35,22,82
Christopher Jullien,fr FRA,ZG,Montpellier,30,20,13,1,0,0,0,5,0,1.1,0.1,1,26,4
Eli Junior Kroupi,fr FRA,"AT,LT",Lorient,17,30,11,5,3,0,0,1,0,3.5,1.8,10,12,63
Abdoul Kader Bamba,fr FRA,"AT,LT",Nantes,29,23,1,2,1,0,0,2,0,2.1,1.0,41,31,73
Yaya Kader Fofana,ml MLI,"LT,ZG",Reims,19,4,0,0,0,0,0,0,0,0.1,0.0,1,3,1
Tino Kadewere,zw ZIM,"AT,LT",Lyon,27,11,2,0,0,0,0,0,0,0.7,0.3,4,12,28
Tino Kadewere,zw ZIM,"AT,LT",Nantes,27,14,8,1,0,0,1,1,0,1.9,1.8,15,26,53
Arnaud Kalimuendo,fr FRA,AT,Rennes,21,30,25,10,1,2,2,6,0,9.0,2.7,27,37,181
Gedeon Kalulu,cd COD,ZG,Lorient,25,19,11,0,1,0,0,0,0,0.3,1.1,17,35,60
Waren Kamanzi,no NOR,"ZG,AT",Toulouse,22,24,12,0,3,0,0,1,0,0.8,2.5,35,56,55
Lee Kang-in,kr KOR,"AT,LT",Paris S-G,22,23,18,3,4,0,0,2,0,1.5,2.3,50,103,150
Yann Karamoh,fr FRA,"AT,LT",Montpellier,25,12,1,1,0,0,0,1,0,0.8,0.2,7,3,28
Ayman Kari,fr FRA,LT,Lorient,18,14,12,1,1,0,0,1,0,0.6,0.8,22,37,53
Panos Katseris,gr GRE,ZG,Lorient,22,15,13,1,1,0,0,4,0,2.1,0.8,24,21,86
Kévin Keben Biakolo,cm CMR,ZG,Toulouse,19,8,7,0,0,0,0,1,0,0.0,0.1,5,13,10
Yassine Kechta,ma MAR,LT,Le Havre,21,32,21,2,1,0,0,4,0,1.6,2.2,41,122,67
Thilo Kehrer,de GER,ZG,Monaco,26,15,15,1,1,0,0,4,1,0.7,1.1,13,90,16
Habib Keita,ml MLI,LT,Clermont Foot,21,27,12,1,0,0,0,4,0,0.7,0.6,9,53,23
Reda Khadra,de GER,"AT,LT",Reims,22,29,14,1,3,0,0,1,0,1.8,3.5,35,40,110
Wahbi Khazri,tn TUN,AT,Montpellier,32,25,13,1,0,0,0,6,0,3.3,1.2,27,33,76
Philipp Köhn,ch SUI,G,Monaco,25,22,22,0,0,0,0,0,0,0.0,0.0,0,0,0
Randal Kolo Muani,fr FRA,"AT,LT",Paris S-G,24,26,13,6,5,0,0,1,0,6.1,3.3,36,42,125
Cheick Konaté,ml MLI,ZG,Clermont Foot,19,19,12,1,1,0,0,4,0,0.5,1.6,22,37,86
Geoffrey Kondogbia,cf CTA,LT,Marseille,30,26,15,0,0,0,0,3,0,0.4,0.5,7,93,25
Abdoul Koné,fr FRA,ZG,Reims,18,3,3,0,0,0,0,1,0,0.0,0.7,3,5,1
Amadou Koné,ml MLI,LT,Reims,18,16,4,0,0,0,0,4,1,0.3,0.2,2,28,2
Ibrahima Koné,ml MLI,AT,Lorient,24,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1
Koffi Kouao,ci CIV,ZG,Metz,25,13,10,0,2,0,0,2,0,0.2,1.5,10,29,29
Therence Koudou,fr FRA,ZG,Reims,18,9,3,0,0,0,0,3,0,0.1,0.3,8,14,21
Boubakar Kouyaté,ml MLI,ZG,Montpellier,26,23,22,0,2,0,0,5,1,0.8,1.3,4,58,3
Sael Kumbedi,fr FRA,ZG,Lyon,18,17,8,0,1,0,0,3,0,0.2,0.7,19,42,75
Layvin Kurzawa,fr FRA,ZG,Paris S-G,30,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1
Daler Kuzyaev,ru RUS,LT,Le Havre,30,30,24,2,2,0,0,1,0,1.8,1.3,23,119,97
Grejohn Kyei,fr FRA,AT,Clermont Foot,27,26,10,2,1,1,1,1,0,4.9,1.2,12,30,85
Gaëtan Laborde,fr FRA,"AT,LT",Nice,29,34,22,5,2,1,2,2,0,7.7,1.8,33,46,161
Alexandre Lacazette,fr FRA,AT,Lyon,32,29,27,19,2,2,2,3,1,11.4,1.9,22,61,144
Alban Lafont,fr FRA,G,Nantes,24,28,28,0,0,0,0,2,0,0.0,0.0,0,3,0
Kenny Lala,mg MAD,ZG,Brest,31,33,33,2,3,0,0,7,0,0.5,3.3,45,200,98
Mathis Lambourde,fr FRA,AT,Rennes,17,1,0,0,0,0,0,0,0,0.0,0.0,1,0,2
Mohamed Lamine Bayo,gn GUI,AT,Le Havre,25,22,16,5,1,2,2,4,0,7.2,0.6,18,20,115
Didier Lamkel Zé,cm CMR,"AT,LT",Metz,26,9,7,1,0,0,0,1,0,1.6,0.9,15,19,23
Julien Laporte,fr FRA,ZG,Lorient,29,23,20,0,0,0,0,4,0,0.8,0.0,5,56,3
Théo Le Bris,fr FRA,"ZG,LT",Lorient,20,26,15,0,2,0,0,2,0,1.2,1.6,56,58,117
Julien Le Cardinal,fr FRA,ZG,Brest,25,12,5,0,0,0,0,3,0,0.3,0.1,3,24,4
Julien Le Cardinal,fr FRA,ZG,Lens,25,2,0,0,0,0,0,0,0,0.0,0.0,1,4,2
Jérémy Le Douaron,fr FRA,AT,Brest,25,33,19,4,0,0,0,3,0,6.2,1.0,48,21,130
Enzo Le Fée,fr FRA,LT,Rennes,23,25,19,0,1,0,0,3,0,0.5,1.8,45,124,58
Vincent Le Goff,fr FRA,"ZG,LT",Lorient,33,9,8,1,1,0,0,1,0,0.1,0.9,9,22,51
Adrien Lebeau,fr FRA,"LT,AT",Brest,24,7,0,0,1,0,0,0,0,0.1,0.5,1,0,5
Jean-Louis Leca,fr FRA,G,Lens,37,1,1,0,0,0,0,0,0,0.0,0.0,0,0,0
Benjamin Lecomte,fr FRA,G,Montpellier,32,30,30,0,1,0,0,1,0,0.0,0.5,0,0,0
Pierre Lees-Melou,fr FRA,LT,Brest,30,29,29,4,0,0,0,12,1,2.4,2.4,51,193,43
Johann Lepenant,fr FRA,LT,Lyon,20,6,2,0,0,0,0,1,0,0.1,0.1,5,24,6
Léo Leroy,fr FRA,LT,Montpellier,23,21,3,0,1,0,0,4,0,0.8,0.7,8,21,9
Gautier Lloris,fr FRA,ZG,Le Havre,28,31,31,2,0,0,0,2,0,2.1,0.2,13,105,5
Abou Lô,sn SEN,"LT,ZG",Metz,23,6,2,0,0,0,0,0,1,0.1,0.3,0,4,2
Bradley Locko,fr FRA,ZG,Brest,21,33,33,0,3,0,0,5,0,0.3,1.6,83,129,162
Renan Lodi,br BRA,ZG,Marseille,25,14,14,0,0,0,0,6,0,0.3,1.3,25,51,77
Andy Logbo,fr FRA,AT,Le Havre,19,10,2,0,0,0,0,0,0,0.3,0.1,1,2,7
Anthony Lopes,pt POR,G,Lyon,32,31,31,0,0,0,0,0,0,0.0,0.3,1,1,0
Pau López,es ESP,G,Marseille,28,33,33,0,0,0,0,1,0,0.0,0.5,0,0,0
Jordan Lotomba,ch SUI,ZG,Nice,24,28,21,1,0,0,0,4,0,0.9,1.1,36,52,40
Tom Louchet,fr FRA,"LT,ZG",Nice,20,13,3,1,1,0,0,1,0,1.0,0.7,6,18,40
Imran Louza,ma MAR,LT,Lorient,24,14,10,1,3,0,0,1,0,1.1,2.5,19,83,36
Dejan Lovren,hr CRO,ZG,Lyon,34,10,8,0,0,0,0,2,1,0.4,0.0,5,20,1
Joshua M'Bahia,ci CIV,LT,Clermont Foot,18,1,0,0,0,0,0,1,0,0.0,0.0,0,1,2
Othmane Maamma,fr FRA,AT,Montpellier,17,2,1,1,0,0,0,0,0,0.3,0.5,7,2,3
Deiver Machado,co COL,ZG,Lens,29,19,13,4,0,0,0,4,0,1.7,1.3,22,26,74
Soungoutou Magassa,fr FRA,"ZG,LT",Monaco,19,21,15,0,0,0,0,7,0,0.6,0.1,7,92,13
Hugo Magnetti,fr FRA,LT,Brest,25,33,30,2,0,0,0,6,0,2.4,1.8,36,101,61
Yohann Magnin,fr FRA,LT,Clermont Foot,26,31,17,1,0,0,0,2,0,1.6,0.7,14,71,47
Frank Magri,cm CMR,"AT,LT",Toulouse,23,29,14,5,2,0,0,5,0,3.1,1.6,31,34,121
Adel Mahamoud,km COM,AT,Nantes,20,1,0,0,0,0,0,0,0,0.0,0.0,0,2,1
Habib Maïga,ci CIV,"LT,AT",Metz,27,7,1,0,0,0,0,0,0,0.1,0.0,1,3,1
Ainsley Maitland-Niles,eng ENG,"ZG,LT",Lyon,25,23,16,1,4,1,1,1,1,3.0,2.1,26,76,82
Radosław Majecki,pl POL,G,Monaco,23,12,12,0,0,0,0,1,0,0.0,0.0,0,1,0
Lovro Majer,hr CRO,LT,Rennes,25,1,0,0,0,0,0,0,0,0.0,0.3,1,0,1
Jean-Victor Makengo,fr FRA,"LT,AT",Lorient,25,11,5,0,0,0,0,0,0,0.3,0.0,11,28,17
Aaron Malouda,fr FRA,AT,Lille,17,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Hianga Mananga Mbock,fr FRA,"LT,AT",Brest,23,2,0,0,0,0,0,0,0,0.1,0.2,1,2,0
Steve Mandanda,fr FRA,G,Rennes,38,34,34,0,0,0,0,1,0,0.0,0.0,0,2,0
Orel Mangala,be BEL,LT,Lyon,25,8,4,2,0,0,0,0,0,1.0,0.7,9,26,21
Vito Mannone,it ITA,G,Lille,35,2,1,0,0,0,0,0,0,0.0,0.0,0,0,0
Faitout Maouassa,fr FRA,"LT,ZG",Lens,25,3,1,0,0,0,0,0,0,0.1,0.1,2,0,2
Guillermo Maripán,cl CHI,ZG,Monaco,29,23,21,1,0,0,0,0,1,0.4,0.5,4,59,5
Marquinhos,br BRA,"AT,LT",Nantes,20,7,1,0,0,0,0,0,0,0.3,0.7,2,4,11
Marquinhos,br BRA,ZG,Paris S-G,29,21,18,0,1,0,0,1,0,0.4,0.5,18,114,3
Jonas Martin,fr FRA,LT,Brest,33,31,9,0,1,0,0,5,0,1.2,0.9,28,105,32
Clinton Mata,ao ANG,ZG,Lyon,30,28,25,0,3,0,0,6,0,0.6,2.2,32,97,60
Eliot Matazo,be BEL,LT,Monaco,21,6,0,0,1,0,0,2,0,0.1,1.0,2,10,2
Nemanja Matić,rs SRB,LT,Rennes,34,13,11,0,0,0,0,7,0,0.3,0.8,14,83,8
Nemanja Matić,rs SRB,LT,Lyon,34,15,15,0,0,0,0,2,0,0.3,0.6,26,118,17
Chrislain Matsima,fr FRA,ZG,Clermont Foot,21,14,13,1,0,0,0,2,0,0.2,0.0,13,45,1
Chrislain Matsima,fr FRA,ZG,Monaco,21,6,3,0,1,0,0,2,0,0.1,0.1,5,31,5
Azor Matusiwa,nl NED,LT,Reims,25,16,16,1,0,0,0,3,0,0.7,0.7,12,78,12
Azor Matusiwa,nl NED,LT,Rennes,25,12,9,0,1,0,0,2,0,0.3,0.4,3,64,12
Aïman Maurer,ma MAR,"LT,AT",Clermont Foot,18,5,0,0,0,0,0,0,0,0.1,0.0,1,2,8
Christian Mawissa,fr FRA,ZG,Toulouse,18,17,12,2,0,0,0,3,0,1.0,0.3,26,39,11
Noam Mayoka-Tika,be BEL,LT,Marseille,19,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Senny Mayulu,fr FRA,"AT,LT",Paris S-G,17,8,3,0,1,0,0,0,0,0.1,0.5,4,11,38
Youssef Maziz,fr FRA,"AT,LT",Metz,25,2,2,1,0,0,0,0,0,0.1,0.1,2,6,2
Ethan Mbappé,fr FRA,"LT,ZG",Paris S-G,16,3,0,0,0,0,0,0,0,0.1,0.0,1,1,4
Kylian Mbappé,fr FRA,AT,Paris S-G,24,29,24,27,7,6,8,4,0,21.0,5.7,114,122,286
Malick Mbaye,sn SEN,"LT,AT",Metz,19,5,1,0,0,0,0,1,0,0.4,0.2,8,1,20
Chancel Mbemba,cd COD,ZG,Marseille,28,25,25,2,2,0,0,1,0,1.8,1.0,16,131,10
Nolan Mbemba,cg CGO,LT,Le Havre,28,6,0,1,0,0,0,0,0,0.0,0.0,0,5,1
Christ Mbondi,fr FRA,AT,Reims,18,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1
Facundo Medina,ar ARG,ZG,Lens,24,31,30,1,3,0,0,11,0,1.1,1.8,51,219,20
Bamo Meïté,ci CIV,ZG,Marseille,21,16,6,0,0,0,0,1,0,0.1,0.0,11,29,5
Bamo Meïté,ci CIV,ZG,Lorient,21,2,2,0,0,0,0,0,0,0.0,0.0,0,1,0
Birger Meling,no NOR,ZG,Rennes,28,1,0,0,0,0,0,0,0,0.2,0.0,0,0,0
Nuno Mendes,pt POR,ZG,Paris S-G,21,6,2,1,1,0,0,3,0,0.3,0.4,12,21,25
Antoine Mendy,fr FRA,ZG,Nice,19,10,4,0,0,0,0,0,0,0.1,0.4,3,12,6
Benjamin Mendy,fr FRA,ZG,Lorient,29,15,7,2,1,0,0,3,0,1.1,1.9,26,34,85
Formose Mendy,sn SEN,ZG,Lorient,22,18,13,0,0,0,0,6,0,0.3,0.1,14,61,13
Nampalys Mendy,sn SEN,LT,Lens,31,16,13,0,1,0,0,2,0,0.2,1.1,21,84,13
Quentin Merlin,fr FRA,ZG,Marseille,21,10,8,0,1,0,0,1,0,0.1,1.1,15,46,56
Quentin Merlin,fr FRA,ZG,Nantes,21,16,15,0,1,0,0,0,0,0.7,1.3,34,98,62
Bastien Meupiyou,fr FRA,ZG,Nantes,17,1,1,0,0,0,0,0,1,0.0,0.0,0,0,0
Lucas Michel,fr FRA,AT,Monaco,19,1,0,0,0,0,0,0,0,0.0,0.0,1,0,0
Georges Mikautadze,ge GEO,AT,Metz,22,20,20,13,4,3,3,0,1,9.5,2.4,52,51,95
Takumi Minamino,jp JPN,LT,Monaco,28,30,25,9,6,0,0,4,0,5.9,4.9,48,97,198
Lucas Mincarelli,fr FRA,"ZG,LT",Montpellier,19,13,12,1,1,0,0,1,1,0.4,0.6,24,26,40
Ignacio Miramon,ar ARG,LT,Lille,20,2,1,0,0,0,0,0,0,0.1,0.0,1,3,0
Terem Moffi,ng NGA,AT,Nice,24,30,23,11,2,3,3,4,0,10.7,3.2,24,27,123
Mostafa Mohamed,eg EGY,AT,Nantes,25,29,24,8,2,3,3,3,1,7.8,2.4,23,25,115
Dion Moise Sahi,ci CIV,"LT,AT",Strasbourg,21,18,7,3,1,0,0,0,0,4.1,1.3,13,21,42
Florent Mollet,fr FRA,"LT,AT",Nantes,31,29,24,4,4,0,0,4,0,5.9,2.5,27,96,145
Enzo Mongo,fr FRA,ZG,Nantes,18,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Diego Moreira,pt POR,"AT,LT",Lyon,18,7,4,0,0,0,0,1,0,0.7,0.3,10,12,23
Lebo Mothiba,za RSA,AT,Strasbourg,27,15,5,3,0,0,0,0,0,4.6,0.2,8,9,27
Steve Mounié,bj BEN,AT,Brest,28,32,20,6,2,0,0,2,1,8.9,2.1,22,25,111
Samuel Moutoussamy,cd COD,LT,Nantes,26,26,11,1,0,0,0,2,0,1.8,0.6,20,59,33
Loris Mouyokolo,fr FRA,ZG,Lorient,22,1,1,0,0,0,0,0,0,0.0,0.0,1,0,0
François Mughe,cm CMR,"LT,ZG",Marseille,19,5,2,0,0,0,0,1,0,0.1,0.1,7,7,16
Joel Mugisha,no NOR,AT,Lorient,20,6,2,0,0,0,0,1,0,,,,,
Nordi Mukiele,fr FRA,ZG,Paris S-G,25,16,9,0,0,0,0,2,0,1.3,0.1,12,32,26
Marshall Munetsi,zw ZIM,LT,Reims,27,27,25,4,3,0,0,5,0,6.2,1.0,19,67,81
Yvon Mvogo,ch SUI,G,Lorient,29,34,34,0,0,0,0,1,0,0.0,0.0,0,0,0
Joel Mvuka,no NOR,"ZG,AT",Lorient,20,1,0,0,0,0,0,0,0,0.0,0.0,4,1,16
Junior Mwanga,fr FRA,"LT,AT",Strasbourg,20,22,17,1,1,0,0,3,0,1.4,0.8,28,56,37
Kévin N'Doram,fr FRA,LT,Metz,27,23,18,0,2,0,0,4,0,0.3,0.5,12,62,3
Bilal Nadir,fr FRA,"LT,AT",Marseille,19,5,1,0,0,0,0,1,0,0.1,0.1,3,4,7
Mahamadou Nagida,cm CMR,ZG,Rennes,18,3,1,0,0,0,0,0,0,0.1,0.3,5,2,11
Keito Nakamura,jp JPN,"AT,LT",Reims,23,25,17,4,1,0,0,1,0,3.2,1.3,48,56,141
Keylor Navas,cr CRC,G,Paris S-G,36,4,4,0,0,0,0,0,0,0.0,0.0,0,0,0
Youssouf Ndayishimiye,bi BDI,"LT,ZG",Nice,24,23,20,0,0,0,0,6,1,1.2,0.5,16,96,13
Bassirou Ndiaye,sn SEN,AT,Lorient,21,5,0,0,0,0,0,0,0,0.0,0.2,1,1,7
Iliman Ndiaye,sn SEN,"AT,LT",Marseille,23,30,19,3,3,0,0,0,1,4.5,2.6,51,62,152
Massamba Ndiaye,sn SEN,G,Clermont Foot,21,4,4,0,0,0,0,0,0,0.0,0.0,0,1,0
Rassoul Ndiaye,sn SEN,"LT,AT",Le Havre,21,19,6,0,0,0,0,4,2,0.2,0.3,7,25,16
Cher Ndour,it ITA,LT,Paris S-G,19,3,0,0,0,0,0,1,0,0.0,0.0,0,2,1
Joseph Nduquidi,fr FRA,"LT,ZG",Metz,18,13,7,0,0,0,0,2,0,0.2,0.1,6,22,4
Loïc Nego,hu HUN,"ZG,LT",Le Havre,32,28,18,0,3,0,0,3,0,1.3,1.0,30,64,102
Steve Ngoura,fr FRA,"AT,LT",Le Havre,18,12,1,0,1,0,0,0,0,0.5,0.1,3,9,19
Shamar Nicholson,jm JAM,AT,Clermont Foot,26,26,17,4,3,1,2,2,0,5.9,1.1,18,33,110
Rasmus Nicolaisen,dk DEN,ZG,Toulouse,26,33,33,2,0,0,0,6,1,1.1,0.6,5,95,11
Arnaud Nordin,fr FRA,"AT,LT",Montpellier,25,20,15,5,3,0,0,1,1,3.6,3.0,56,52,125
Ernest Nuamah,gh GHA,"AT,LT",Lyon,19,29,21,3,2,0,0,4,0,4.0,3.8,105,74,237
Gerzino Nyamsi,fr FRA,ZG,Strasbourg,26,13,13,0,0,0,0,1,0,0.3,0.2,3,25,3
Rabby Nzingoula,cg CGO,"LT,AT",Strasbourg,17,6,1,0,1,0,0,1,0,0.1,0.1,3,8,6
Jake O'Brien,ie IRL,ZG,Lyon,22,27,27,4,2,0,0,4,1,3.6,1.1,15,68,2
Florent Ogier,fr FRA,ZG,Clermont Foot,34,14,9,1,1,0,0,1,0,0.6,0.5,4,17,0
Joseph Okumu,ke KEN,ZG,Reims,26,21,19,1,0,0,0,3,0,1.5,0.0,15,94,3
Warmed Omari,fr FRA,ZG,Rennes,23,25,23,1,0,0,0,5,1,0.7,0.3,22,123,1
Becir Omeragic,ch SUI,"ZG,LT",Montpellier,21,28,26,0,0,0,0,4,0,0.5,0.7,21,71,12
Jean Onana,cm CMR,LT,Marseille,23,13,5,1,0,0,0,1,0,0.8,0.1,9,32,9
Royce Openda Owaga,ga GAB,AT,Lorient,21,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1
Christopher Operi,fr FRA,ZG,Le Havre,26,28,28,3,4,0,0,6,0,1.2,4.0,31,82,111
Gift Orban,ng NGA,AT,Lyon,21,13,5,1,0,0,0,2,0,1.1,0.0,8,6,33
Kassoum Ouattara,fr FRA,"ZG,AT",Monaco,18,14,7,1,0,0,0,2,0,1.3,1.3,32,22,67
Alexandre Oukidja,dz ALG,G,Metz,35,34,34,0,0,0,0,3,0,0.0,0.0,1,3,0
Azzedine Ounahi,ma MAR,LT,Marseille,23,21,15,2,0,0,0,3,0,1.0,1.4,32,98,70
Adam Ounas,dz ALG,AT,Lille,26,17,3,1,0,0,0,0,0,0.6,1.9,20,20,40
Patrick Ouotro,ci CIV,AT,Strasbourg,17,1,0,0,0,0,0,0,0,0.0,0.0,1,1,0
Pablo Pagis,fr FRA,LT,Lorient,20,3,3,0,0,0,0,1,0,0.1,0.0,1,5,6
Nicolas Pallois,fr FRA,ZG,Nantes,35,23,17,0,1,0,0,5,0,0.1,0.4,6,55,2
Andy Pelmard,fr FRA,ZG,Clermont Foot,23,34,33,0,0,0,0,1,0,0.3,0.6,39,120,7
Aurélien Pelon,fr FRA,ZG,Lorient,19,1,1,0,0,0,0,1,0,0.0,0.0,0,1,0
Faris Pemi Moumbagna,cm CMR,AT,Marseille,23,13,5,3,1,0,0,2,1,1.7,1.1,6,16,32
Danilo Pereira,pt POR,ZG,Paris S-G,31,26,22,0,0,0,0,2,0,1.4,0.0,28,148,2
Mathias Pereira Lage,pt POR,"AT,LT",Brest,26,30,12,3,2,0,0,3,0,3.5,1.7,19,23,95
Romain Perraud,fr FRA,"ZG,AT",Nice,25,19,2,0,1,0,0,2,0,0.0,0.9,6,11,13
Lucas Perrin,fr FRA,ZG,Strasbourg,24,31,30,0,1,0,0,3,0,0.6,0.8,17,115,8
Denis Petrić,rs SRB,G,Nantes,35,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Ronaël Pierre-Gabriel,fr FRA,ZG,Nantes,25,12,6,0,0,0,0,3,0,0.3,0.8,12,17,12
Julien Ponceau,fr FRA,LT,Lorient,22,32,27,3,2,0,0,5,0,3.3,2.7,106,154,152
Sanjin Prcić,ba BIH,LT,Strasbourg,29,3,1,0,0,0,0,0,0,0.0,0.2,0,5,0
Gonçalo Ramos,pt POR,AT,Paris S-G,22,29,16,11,1,1,1,1,0,10.9,2.4,11,29,88
Elba Rashani,xk KVX,"LT,AT",Clermont Foot,30,24,14,2,0,0,0,4,2,2.1,1.2,19,22,102
Guillaume Restes,fr FRA,G,Toulouse,18,34,34,0,0,0,0,3,0,0.0,0.0,0,0,0
Alexsandro Ribeiro,br BRA,ZG,Lille,23,29,24,0,0,0,0,6,1,2.0,0.5,15,82,7
Amir Richardson,ma MAR,LT,Reims,21,28,14,3,1,0,0,4,0,1.6,1.1,28,72,40
Fabian Rieder,ch SUI,LT,Rennes,21,15,2,1,0,0,0,0,0,0.3,0.6,10,41,18
Rémy Riou,fr FRA,G,Lyon,35,3,3,0,0,0,0,0,0,0.0,0.0,0,0,0
Valentin Rongier,fr FRA,LT,Marseille,28,10,10,0,0,0,0,2,0,0.6,0.8,19,73,10
Pablo Rosario,nl NED,"LT,ZG",Nice,26,30,21,0,0,0,0,4,0,1.2,1.4,20,93,27
Valentin Rosier,fr FRA,"ZG,LT",Nice,26,3,0,0,0,0,0,0,0,0.0,0.1,3,5,2
Fabián Ruiz Peña,es ESP,LT,Paris S-G,27,21,14,1,3,0,0,3,0,2.0,1.2,16,78,40
Emmanuel Sabbi,us USA,"AT,LT",Le Havre,25,30,18,5,1,2,2,5,0,4.1,1.4,38,36,101
Falaye Sacko,ml MLI,ZG,Montpellier,28,19,15,0,1,0,0,0,0,0.0,0.4,38,63,42
Modibo Sagnan,ml MLI,ZG,Montpellier,24,13,12,2,0,0,0,5,0,1.2,0.3,7,25,5
Wesley Saïd,fr FRA,"AT,LT",Lens,28,27,11,7,1,0,0,1,0,5.7,0.9,18,26,95
Théo Sainte-Luce,fr FRA,ZG,Montpellier,24,6,3,0,0,0,0,1,0,0.1,0.1,8,15,6
Mamadou Sakho,fr FRA,ZG,Montpellier,33,1,0,0,0,0,0,0,0,0.0,0.0,0,1,0
Ibrahim Salah,ma MAR,"AT,LT",Rennes,21,23,4,4,1,0,0,3,0,3.1,0.5,15,18,61
Amine Salama,fr FRA,AT,Reims,23,11,2,0,0,0,0,0,0,0.7,0.2,10,7,33
Mohammed Salisu,gh GHA,ZG,Monaco,24,12,11,0,1,0,0,2,0,0.2,0.2,7,72,6
Yoann Salmier,gf GUF,ZG,Le Havre,30,20,18,1,1,0,0,3,0,1.1,0.7,8,48,8
Mama Samba Baldé,gw GNB,"AT,LT",Lyon,27,20,4,2,3,0,0,1,0,3.4,2.3,23,11,73
Brice Samba,fr FRA,G,Lens,29,33,33,0,0,0,0,3,0,0.0,0.2,0,4,0
Ibou Sané,sn SEN,"LT,AT",Metz,18,9,0,1,0,0,0,1,0,0.7,0.0,6,7,8
Sadibou Sané,sn SEN,ZG,Metz,19,14,9,0,0,0,0,1,0,0.4,0.0,8,19,8
Arouna Sangante,sn SEN,ZG,Le Havre,21,30,30,0,0,0,0,8,0,0.9,1.2,20,107,27
Morgan Sanson,fr FRA,LT,Nice,28,29,24,2,3,0,0,4,0,3.3,4.0,57,75,98
Baptiste Santamaria,fr FRA,LT,Rennes,28,30,22,0,1,0,0,3,0,1.9,0.6,13,134,36
Andrey Santos,br BRA,LT,Strasbourg,19,11,9,1,0,0,0,4,0,1.0,1.0,5,48,15
Tiago santos,pt POR,ZG,Lille,21,29,26,1,2,0,0,6,0,1.4,2.3,89,105,137
Amin Sarr,se SWE,"AT,LT",Lyon,22,3,1,0,0,0,0,0,0,0.3,0.2,3,1,8
Ismaila Sarr,sn SEN,"AT,LT",Marseille,25,23,15,3,4,0,0,1,0,3.2,2.5,49,36,152
Mamadou Sarr,fr FRA,ZG,Lyon,17,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Martin Satriano,uy URU,AT,Brest,22,33,21,4,4,0,0,4,0,6.1,2.9,28,37,121
Téji Savanier,fr FRA,LT,Montpellier,31,32,32,9,6,7,7,8,1,9.1,6.9,39,224,108
Niklas Schmidt,de GER,LT,Toulouse,25,22,15,1,1,0,0,4,0,1.2,2.4,20,106,43
Jérémy Sebas,mq MTQ,"AT,LT",Strasbourg,20,14,2,2,0,0,0,0,0,1.0,0.0,13,6,39
Alidu Seidu,gh GHA,ZG,Rennes,23,11,7,0,0,0,0,3,0,0.2,0.1,14,23,24
