Jogador,Nacao,Posicao,Equipe,Idade,Jogos_disputados,Jogos_iniciados,Gols,Assistencias,Penaltis_batidos,Penaltis_convertidos,Amarelos,Vermelhos,Xg,Xag,Carregadas_progressivas,Passes_progressivos,Passes_progressivos_recebidos
Johan Bakayoko,be BEL,AT,PSV Eindhoven,20,33,29,12,9,0,0,1,0,8.7,8.0,197,97,434
Navajo Bakboord,nl NED,ZG,Heracles Almelo,24,22,20,0,1,0,0,4,0,0.7,1.7,32,69,58
Zakaria Bakkali,be BEL,"LT,AT",RKC Waalwijk,27,18,8,0,0,0,0,0,0,1.4,0.8,32,21,71
Nordin Bakker,nl NED,G,Almere City,25,29,29,0,0,0,0,0,0,0.0,0.0,0,0,0
Jesse Bal,nl NED,LT,Sparta R'dam,16,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Théo Barbet,fr FRA,ZG,Almere City,22,29,19,0,1,0,0,4,0,0.6,1.3,14,58,3
Vasilios Barkas,gr GRE,G,Utrecht,29,29,29,0,0,0,0,2,0,0.0,0.4,0,1,0
Riechedly Bazoer,nl NED,ZG,AZ Alkmaar,26,30,29,0,1,0,0,5,0,0.3,1.0,39,167,3
Sven van Beek,nl NED,ZG,Heerenveen,29,30,30,1,1,0,0,3,0,1.1,0.8,25,122,10
Thomas Beelen,nl NED,ZG,Feyenoord,22,20,14,0,0,0,0,1,0,0.8,0.4,26,120,4
Kristijan Belic,rs SRB,LT,AZ Alkmaar,22,14,13,0,1,0,0,6,0,0.9,0.4,13,64,17
Mouhamed Belkheir,fr FRA,"AT,LT",Fortuna Sittard,24,15,1,1,0,0,1,1,1,2.1,0.0,4,8,22
Armel Bella Kotchap,de GER,ZG,PSV Eindhoven,21,4,2,0,0,0,0,0,0,0.7,0.0,3,13,0
Benaissa Benamar,ma MAR,ZG,Volendam,26,31,27,4,0,0,0,7,1,2.6,0.1,29,107,7
Mimeirhel Benita,nl NED,ZG,Excelsior,19,20,9,0,1,0,0,2,0,0.2,0.5,7,29,40
Walter Benítez,ar ARG,G,PSV Eindhoven,30,33,33,0,0,0,0,1,0,0.0,0.0,0,0,0
Mitchell van Bergen,nl NED,AT,Twente,23,21,2,0,1,0,0,0,0,1.2,1.4,46,26,84
Steven Berghuis,nl NED,"AT,LT",Ajax,31,20,16,5,8,0,0,1,0,3.8,6.8,55,140,176
Steven Bergwijn,nl NED,"AT,LT",Ajax,25,24,23,12,4,5,5,5,1,10.0,6.4,75,109,171
Gijs Besselink,nl NED,"AT,LT",Twente,19,8,0,0,0,0,0,0,0,0.0,0.0,1,5,1
Justin Bijlow,nl NED,G,Feyenoord,25,17,17,0,0,0,0,1,0,0.0,0.0,0,4,0
Daan Bisschops,nl NED,LT,Fortuna Sittard,18,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Adrian Blake,eng ENG,"AT,LT",Utrecht,18,5,0,1,1,0,0,0,0,0.5,0.1,3,2,6
Xander Blomme,be BEL,LT,Go Ahead Eag,21,12,8,0,0,0,0,3,0,0.1,0.1,1,44,2
Myron Boadu,nl NED,"AT,LT",Twente,22,11,2,3,0,0,0,1,0,4.1,0.1,7,7,27
Paweł Bochniewicz,pl POL,ZG,Heerenveen,27,29,26,3,1,0,0,2,0,1.4,0.4,28,122,10
Ruben van Bommel,nl NED,AT,AZ Alkmaar,18,29,21,6,1,0,0,2,0,3.7,2.7,53,66,176
Taylor Booth,us USA,AT,Utrecht,22,17,13,5,0,0,0,0,0,2.0,0.7,37,21,81
Zach Booth,us USA,"LT,AT",Volendam,19,27,16,2,2,0,0,0,0,3.8,1.6,42,21,78
Yvandro Borges Sanches,lu LUX,"AT,LT",NEC Nijmegen,19,8,1,0,0,0,0,0,0,0.6,0.4,10,10,26
Olivier Boscagli,fr FRA,ZG,PSV Eindhoven,25,33,32,3,3,0,0,3,0,2.1,3.1,52,374,12
Othman Boussaid,be BEL,AT,Utrecht,23,29,23,4,3,0,0,2,0,3.0,4.2,71,156,154
Amine Boutrah,fr FRA,AT,Vitesse,22,29,20,3,2,0,0,3,0,2.9,1.5,85,63,182
Can Bozdogan,de GER,LT,Utrecht,22,31,21,3,1,0,0,4,0,1.6,1.7,30,86,60
Jayden Braaf,nl NED,"AT,LT",Fortuna Sittard,20,6,0,0,0,0,0,0,0,0.2,0.0,0,0,5
Mattijs Branderhorst,nl NED,G,Utrecht,29,5,5,0,0,0,0,0,0,0.0,0.0,0,0,0
Oliver Braude,no NOR,ZG,Heerenveen,19,28,24,0,2,0,0,6,1,0.2,0.8,33,78,85
Myron van Brederode,nl NED,AT,AZ Alkmaar,20,29,13,2,4,0,0,1,0,1.7,3.2,64,82,146
Joshua Brenet,nl NED,ZG,Twente,29,15,13,2,2,0,0,1,0,1.3,1.4,31,64,62
Jakob Breum,dk DEN,AT,Go Ahead Eag,19,32,15,3,2,0,0,2,0,4.6,3.0,49,60,122
Brian Brobbey,nl NED,AT,Ajax,21,30,29,18,8,0,1,4,0,19.8,6.3,53,30,211
Michael Brouwer,nl NED,G,Heracles Almelo,30,34,34,0,1,0,0,0,0,0.0,0.3,0,0,0
Luuk Brouwers,nl NED,LT,Heerenveen,25,26,25,6,1,0,0,4,0,2.5,4.1,22,79,92
Damian van Bruggen,nl NED,ZG,Almere City,27,31,30,0,0,0,0,8,1,0.4,0.6,0,58,3
Jordy Bruijn,nl NED,LT,Heracles Almelo,27,14,11,1,2,0,0,1,0,1.2,0.8,6,14,22
Jeffrey Bruma,nl NED,ZG,RKC Waalwijk,31,12,3,0,0,0,0,2,1,0.2,0.1,5,24,1
Max Bruns,nl NED,ZG,Twente,20,12,5,0,0,0,0,0,1,0.4,0.0,5,30,0
Thomas Bruns,nl NED,"LT,AT",Heracles Almelo,31,24,8,0,2,0,0,10,0,1.0,2.2,15,54,55
Charles-Andréas Brym,ca CAN,"AT,LT",Sparta R'dam,24,31,12,4,2,0,0,1,0,4.1,2.3,37,40,94
Thomas Buitink,nl NED,AT,Vitesse,23,13,5,1,3,0,0,0,0,0.4,1.6,7,10,30
Stijn Bultman,nl NED,ZG,Heracles Almelo,18,14,11,0,1,0,0,1,0,0.1,0.9,4,18,3
Oskar Buur,dk DEN,ZG,Volendam,25,24,20,0,0,0,0,3,0,0.3,1.6,37,49,78
Zico Buurmeester,nl NED,LT,Zwolle,21,17,15,0,2,0,0,1,1,0.7,0.9,9,60,29
Yoann Cathline,fr FRA,"ZG,AT",Almere City,21,28,19,4,2,0,0,2,0,2.8,1.6,72,42,141
Sava Cestic,rs SRB,ZG,Heracles Almelo,22,6,2,0,0,0,0,1,0,0.1,0.0,1,7,1
Tjaronn Chery,sr SUR,"LT,AT",NEC Nijmegen,35,14,12,5,2,0,0,0,0,3.2,2.4,27,65,57
Jasper Cillessen,nl NED,G,NEC Nijmegen,34,30,30,0,0,0,0,1,0,0.0,0.1,0,0,0
Jordy Clasie,nl NED,LT,AZ Alkmaar,32,28,28,2,3,0,0,4,0,0.9,2.2,28,211,41
Pelle Clement,nl NED,"LT,AT",Sparta R'dam,27,29,21,2,4,0,0,4,0,2.3,2.5,34,89,86
Denilho Cleonise,nl NED,"AT,LT",RKC Waalwijk,21,33,24,1,4,0,0,0,0,3.4,3.3,99,38,145
Iñigo Córdoba,es ESP,"AT,LT",Fortuna Sittard,26,33,31,4,2,0,0,2,0,6.2,3.6,112,103,221
Enzo Cornelisse,nl NED,"ZG,LT",Vitesse,20,27,12,0,0,0,0,2,0,0.1,0.8,7,44,32
Milan Corryn,be BEL,"LT,AT",Almere City,24,7,1,0,1,0,0,0,0,0.1,0.3,2,5,5
George Cox,eng ENG,"ZG,LT",Volendam,25,23,23,0,1,0,0,3,0,0.4,2.5,39,75,56
Vito van Crooy,nl NED,AT,Sparta R'dam,27,3,3,0,1,0,0,1,0,0.3,0.7,7,10,13
Alessio da Cruz,,"AT,LT",Fortuna Sittard,26,15,3,1,1,0,0,0,0,0.1,1.7,8,6,26
Lennart-Marten Czyborra,de GER,ZG,Zwolle,24,5,2,0,0,0,0,1,0,0.0,0.0,5,5,11
Tiago Dantas,pt POR,LT,AZ Alkmaar,22,20,6,1,1,0,0,0,0,1.4,0.8,13,64,14
Brian De Keersmaecker,be BEL,LT,Heracles Almelo,23,33,33,2,2,0,0,6,0,1.0,2.4,33,133,38
Jeffrey De Lange,nl NED,G,Go Ahead Eag,25,34,34,0,0,0,0,2,0,0.1,0.0,0,0,1
Mats Deijl,nl NED,ZG,Go Ahead Eag,26,32,32,1,2,1,1,2,0,1.6,1.6,15,96,85
Maxim Dekker,nl NED,ZG,AZ Alkmaar,19,5,0,0,0,0,0,0,0,0.0,0.0,1,1,1
Caner Demircioglu,nl NED,AT,Volendam,21,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Thomas van den Belt,nl NED,LT,Feyenoord,22,9,3,0,0,0,0,0,0,0.5,0.2,6,10,21
Branco van den Boomen,nl NED,LT,Ajax,28,21,11,2,1,0,0,1,0,0.9,2.2,29,135,24
Damian van der Haar,,ZG,Zwolle,,16,2,0,0,0,0,1,0,0.1,0.1,1,11,3
Mickey van der Hart,nl NED,G,Heerenveen,29,12,12,0,0,0,0,1,0,0.0,0.1,0,0,0
Mike van der Hoorn,nl NED,ZG,Utrecht,30,21,20,1,0,0,0,5,0,0.7,0.4,8,100,4
Djevencio van der Kust,sr SUR,ZG,Sparta R'dam,22,30,27,1,6,0,0,4,0,0.6,3.4,57,108,113
Mark van der Maarel,nl NED,ZG,Utrecht,33,14,9,0,0,0,0,2,0,0.8,0.6,4,32,2
Silvester van der Water,nl NED,"AT,LT",Zwolle,26,12,6,1,0,0,0,0,0,1.4,0.5,15,9,50
Anthony Descotte,be BEL,AT,Utrecht,19,6,2,0,0,0,0,1,0,0.6,0.7,4,5,19
Sergiño Dest,us USA,ZG,PSV Eindhoven,22,25,25,2,6,0,0,1,0,2.0,3.7,124,110,169
Mitchell Dijks,nl NED,ZG,Fortuna Sittard,30,31,27,0,2,0,0,4,0,0.4,1.6,49,95,46
Javairô Dilrosun,nl NED,"AT,LT",Feyenoord,25,8,3,1,1,0,0,0,0,0.4,0.9,23,16,43
Toni Domgjoni,xk KVX,LT,Vitesse,24,15,6,0,0,0,0,2,0,0.0,0.2,6,29,13
Bas Dost,nl NED,AT,NEC Nijmegen,34,8,5,3,2,1,1,1,0,2.0,1.5,0,12,26
Achraf Douiri,nl NED,"ZG,AT",Volendam,23,11,2,0,2,0,0,1,0,0.2,0.7,19,9,27
Anastasios Douvikas,gr GRE,AT,Utrecht,23,2,2,0,0,0,0,0,0,0.4,0.3,6,3,13
Bram van Driel,nl NED,LT,Volendam,18,8,2,0,0,0,0,0,0,0.2,0.1,0,5,4
Couhaib Driouech,ma MAR,"AT,LT",Excelsior,21,26,24,6,6,0,0,4,0,4.3,5.7,123,64,147
Joel Drommel,nl NED,G,PSV Eindhoven,26,1,1,0,0,0,0,0,0,0.0,0.0,0,0,0
Ferdy Druijf,nl NED,"AT,LT",Zwolle,25,15,11,5,2,2,2,2,0,4.6,1.7,4,31,57
Deroy Duarte,cv CPV,LT,Fortuna Sittard,24,28,27,2,0,0,0,4,0,0.7,1.3,15,84,30
Lance Duijvestijn,nl NED,"LT,AT",Almere City,24,14,3,0,2,0,0,1,0,0.6,1.6,8,27,38
Lance Duijvestijn,nl NED,"LT,AT",Excelsior,24,14,13,4,5,0,0,1,0,2.6,3.3,16,53,73
Mike van Duinen,nl NED,"AT,LT",Excelsior,31,7,0,0,0,0,0,1,0,0.1,0.0,2,1,3
Oliver Edvardsen,no NOR,"AT,LT",Go Ahead Eag,24,33,30,7,1,0,0,0,0,7.4,2.8,57,74,167
Victor Edvardsen,se SWE,AT,Go Ahead Eag,27,32,21,6,1,2,3,1,0,10.5,1.3,28,31,106
Espen van Ee,nl NED,"LT,AT",Heerenveen,20,18,2,0,0,0,0,0,1,0.6,0.3,5,13,20
Mike Eerdhuijzen,nl NED,ZG,Sparta R'dam,23,19,15,1,0,0,0,1,0,0.7,0.4,15,69,6
Mats Egbring,nl NED,ZG,Vitesse,16,4,0,0,0,0,0,0,0,0.0,0.0,1,2,2
Carel Eiting,nl NED,LT,Twente,25,23,7,0,3,0,0,2,0,0.7,1.8,15,54,28
Hamza el Dahri,nl NED,"LT,AT",Sparta R'dam,18,5,0,0,0,0,0,1,0,0.0,0.0,0,1,1
Mario Engels,de GER,"AT,LT",Heracles Almelo,29,34,15,5,3,0,0,4,0,4.1,2.9,25,20,95
Marcelencio Esajas,nl NED,"LT,AT",Almere City,21,1,0,0,1,0,0,1,0,0.0,0.0,1,0,1
Luca Everink,nl NED,ZG,Go Ahead Eag,22,7,2,0,0,0,0,0,0,0.1,0.3,3,12,9
Kevin Felida,cw CUW,LT,RKC Waalwijk,23,17,8,1,0,0,0,2,0,0.1,0.2,6,22,10
Arianit Ferati,xk KVX,"LT,ZG",Fortuna Sittard,25,16,9,0,1,0,0,0,0,0.7,0.4,8,39,29
Derensili Fernandes,nl NED,"AT,LT",Excelsior,22,30,16,2,0,0,0,0,0,1.8,3.5,44,45,107
Rashaan Fernandes,nl NED,"AT,LT",Go Ahead Eag,24,6,0,0,0,0,0,0,0,0.1,0.1,4,4,4
Nick Fichtinger,,LT,Zwolle,,6,4,0,0,0,0,2,0,0.2,0.2,3,16,2
Ezechiel Fiemawhle,,"LT,AT",Volendam,,2,0,0,0,0,0,0,0,0.0,0.0,0,0,2
Kian Fitz-Jim,nl NED,"LT,AT",Ajax,20,2,0,0,0,0,0,0,0,0.1,0.4,0,1,7
Kian Fitz-Jim,nl NED,LT,Excelsior,20,10,3,0,1,0,0,1,0,0.6,0.6,11,21,11
Ryan Flamingo,nl NED,"LT,ZG",Utrecht,20,32,30,2,1,0,0,4,0,2.6,0.6,23,142,28
Josh Flint,eng ENG,ZG,Volendam,22,28,23,1,1,0,0,4,0,1.6,0.7,18,91,18
Sherel Floranus,cw CUW,ZG,Almere City,24,29,28,0,1,0,0,7,0,0.1,1.5,19,76,52
Fodé Fofana,nl NED,AT,Vitesse,20,3,2,0,0,0,0,0,0,0.0,0.3,2,2,4
Sadik Fofana,tg TOG,ZG,Fortuna Sittard,20,11,6,0,0,0,0,0,0,0.0,0.1,6,22,1
Anthony Fontana,us USA,"LT,AT",Zwolle,23,4,0,0,0,0,0,0,0,0.0,0.0,1,1,1
Carlos Forbs,pt POR,AT,Ajax,19,21,8,2,3,0,0,0,0,2.1,2.1,50,33,120
Oscar Fraulo,dk DEN,LT,Utrecht,19,32,24,2,4,0,0,4,0,2.6,2.8,47,94,67
Anton Gaaei,dk DEN,ZG,Ajax,20,25,12,1,2,0,0,1,0,0.4,4.6,36,57,106
Juriën Gaari,cw CUW,ZG,RKC Waalwijk,29,29,16,1,0,0,0,5,0,0.5,0.4,22,64,25
Anselmo García MacNulty,ie IRL,ZG,Zwolle,20,31,30,2,2,0,0,9,0,1.5,1.7,43,117,98
Stijn van Gassel,nl NED,G,Excelsior,26,34,34,0,0,0,0,0,0,0.1,0.1,0,0,1
Lutsharel Geertruida,nl NED,ZG,Feyenoord,23,34,34,8,5,1,1,2,0,8.3,4.8,86,268,91
Anwar El Ghazi,nl NED,AT,PSV Eindhoven,28,1,0,0,0,0,0,0,0,0.1,0.0,1,1,2
Teun Gijselhart,nl NED,LT,Zwolle,18,1,0,0,0,0,0,0,0,0.0,0.0,0,1,0
Santiago Giménez,mx MEX,AT,Feyenoord,22,30,29,23,6,2,4,3,0,22.8,5.0,47,37,211
Marco van Ginkel,nl NED,"LT,AT",Vitesse,30,30,23,7,2,1,1,2,1,8.2,1.4,21,84,66
Paul Gladon,nl NED,AT,Fortuna Sittard,31,2,2,0,0,0,0,0,0,0.9,0.2,1,3,4
Mika Godts,be BEL,"AT,LT",Ajax,18,13,7,0,2,0,0,0,0,0.4,0.7,35,22,64
Wouter Goes,nl NED,ZG,AZ Alkmaar,19,15,13,0,0,0,0,2,0,0.2,0.4,20,58,6
Roberto González,es ESP,"AT,LT",NEC Nijmegen,22,29,15,6,3,0,0,2,0,4.6,3.2,34,31,87
Tristan Gooijer,nl NED,"ZG,LT",Ajax,18,9,7,0,1,0,0,0,0,0.2,0.3,24,27,38
Jay Gorter,nl NED,G,Ajax,23,8,7,0,0,0,0,0,0,0.0,0.0,0,2,0
Kenzo Goudmijn,nl NED,LT,AZ Alkmaar,21,8,1,0,0,0,0,1,0,0.0,0.2,6,23,3
Kenzo Goudmijn,nl NED,"LT,AT",Excelsior,21,18,18,0,2,0,0,2,0,0.9,2.1,54,155,39
Iman Griffith,nl NED,"AT,LT",Fortuna Sittard,21,12,2,0,0,0,0,0,0,0.1,0.0,10,5,18
Axel Guessand,fr FRA,ZG,Volendam,18,2,1,0,0,0,0,0,0,0.0,0.0,0,0,0
Rodrigo Guth,br BRA,ZG,Fortuna Sittard,22,32,32,3,2,0,0,8,1,2.0,1.4,26,91,16
Jonathan de Guzmán,nl NED,LT,Sparta R'dam,35,31,25,1,2,0,0,6,0,1.3,2.4,30,128,18
Milan de Haan,nl NED,LT,Volendam,19,27,26,3,0,0,0,3,0,2.9,0.5,16,45,37
Jesse van de Haar,nl NED,AT,Utrecht,18,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Anis Hadj Moussa,dz ALG,AT,Vitesse,21,14,9,1,2,0,0,3,0,2.2,2.4,62,45,108
Alen Halilović,hr CRO,"LT,AT",Fortuna Sittard,27,31,25,4,2,1,2,1,0,5.7,3.4,39,108,69
Denzel Hall,nl NED,ZG,Heerenveen,22,11,4,0,0,0,0,1,0,0.0,0.2,5,15,7
Saïd Hamulic,ba BIH,AT,Vitesse,22,13,8,0,1,0,0,2,0,1.2,0.5,8,6,25
Dávid Hancko,sk SVK,ZG,Feyenoord,25,34,34,5,2,1,1,2,0,5.6,3.8,91,272,65
Tim Handwerker,de GER,"AT,ZG",Utrecht,25,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Kornelius Hansen,no NOR,AT,Almere City,22,26,17,4,1,0,0,2,0,4.0,1.8,47,41,131
Sontje Hansen,nl NED,AT,NEC Nijmegen,21,33,25,6,4,0,0,3,0,3.7,4.4,88,42,190
Emil Hansson,se SWE,"AT,LT",Heracles Almelo,25,24,24,5,6,2,3,2,0,3.8,3.1,119,69,152
Lennard Hartjes,nl NED,LT,Excelsior,20,1,1,0,0,0,0,0,0,0.0,0.0,1,6,3
Quilindschy Hartman,nl NED,ZG,Feyenoord,21,26,26,0,5,0,0,3,0,1.4,5.5,45,152,116
Jorrel Hato,nl NED,ZG,Ajax,17,33,33,1,2,0,0,5,0,1.0,1.3,39,156,32
Pantelis Hatzidiakos,gr GRE,ZG,AZ Alkmaar,26,2,2,0,0,0,0,1,0,0.1,0.3,2,10,2
Mike Hauptmeijer,nl NED,G,Zwolle,26,2,2,0,0,0,0,0,0,0.0,0.0,0,0,0
Thom Haye,id IDN,LT,Heerenveen,28,32,29,4,4,3,4,4,1,4.6,3.2,50,241,45
Nazjir Held,cw CUW,ZG,Utrecht,17,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Jordan Henderson,eng ENG,LT,Ajax,33,9,9,0,3,0,0,0,0,0.2,1.9,11,70,20
Ramon Hendriks,nl NED,ZG,Vitesse,22,31,29,0,0,0,0,7,0,0.2,0.6,26,102,15
Tom Hendriks,nl NED,G,Fortuna Sittard,21,1,1,0,0,0,0,0,0,0.0,0.0,0,0,0
Sjors Hermsen,,"AT,LT",Fortuna Sittard,,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Mees Hilgers,nl NED,ZG,Twente,22,28,27,0,0,0,0,5,1,0.6,0.3,37,106,12
Bart van Hintum,nl NED,ZG,Zwolle,36,3,2,0,0,0,0,1,0,0.0,0.5,3,22,4
Mees Hoedemakers,nl NED,LT,NEC Nijmegen,25,30,23,1,7,0,0,2,1,1.5,2.1,23,130,43
Quincy Hoeve,bq BOE,"AT,LT",Volendam,20,17,0,0,1,0,0,3,0,1.1,0.8,1,1,18
Justin Hoogma,nl NED,ZG,Heracles Almelo,25,30,30,2,2,0,0,6,1,1.0,1.1,59,164,5
Siebe Horemans,be BEL,ZG,Excelsior,25,34,34,3,4,0,0,5,1,2.0,4.0,46,100,91
Jizz Hornkamp,nl NED,AT,Heracles Almelo,25,17,15,10,2,3,3,2,0,7.8,1.3,9,28,49
Jeroen Houwen,nl NED,G,RKC Waalwijk,27,4,3,0,0,0,0,0,0,0.0,0.2,0,0,0
Ajdin Hrustic,au AUS,"LT,AT",Heracles Almelo,27,14,14,1,0,0,0,3,0,1.1,1.7,21,62,33
Dean Huiberts,nl NED,"LT,ZG",Zwolle,23,5,1,0,0,0,0,0,0,0.6,0.0,1,1,4
Daan Huisman,nl NED,AT,Vitesse,21,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Younes Taha El Idrissi,ma MAR,"AT,LT",Twente,,20,2,3,1,0,0,2,0,1.9,2.8,32,20,82
Zidane Iqbal,iq IRQ,"LT,ZG",Utrecht,20,17,4,0,0,0,0,0,0,0.2,0.2,19,56,15
Nicolas Isimat-Mirin,fr FRA,ZG,Vitesse,31,27,24,1,1,0,0,3,1,0.3,1.4,11,79,4
Amir Ismaïl,nl NED,AT,Heerenveen,18,1,0,0,0,0,0,0,0,,,,,
Luka Ivanušec,hr CRO,AT,Feyenoord,24,24,14,3,5,0,0,0,0,3.1,6.3,55,74,178
Joey Jacobs,nl NED,ZG,Almere City,23,27,23,2,0,0,0,7,0,1.9,0.5,13,102,9
Alireza Jahanbakhsh,ir IRN,"AT,LT",Feyenoord,29,16,3,0,2,0,0,1,0,1.3,1.9,20,34,91
Dean James,nl NED,"ZG,AT",Go Ahead Eag,23,5,1,0,0,0,0,0,0,0.1,0.0,3,3,3
Victor Jensen,dk DEN,"LT,AT",Utrecht,23,28,16,7,3,0,0,2,0,6.1,1.5,29,42,91
Divaio Jhaïr-Bobson,nl NED,"ZG,AT",Zwolle,19,3,0,0,0,0,0,0,0,0.0,0.0,2,0,4
Darius Johnson,gd GRN,"AT,LT",Volendam,23,25,14,1,2,0,0,2,0,1.4,1.9,35,18,97
Miliano Jonathans,nl NED,"LT,AT",Vitesse,19,6,0,0,0,0,0,0,0,0.4,0.1,7,5,7
Luuk de Jong,nl NED,AT,PSV Eindhoven,32,34,34,29,15,6,8,3,0,27.8,9.8,12,61,224
Mauro Júnior,br BRA,"LT,ZG",PSV Eindhoven,24,16,9,1,0,0,0,0,0,0.6,0.9,22,44,69
Ibrahim El Kadiri,nl NED,AT,Volendam,21,4,0,0,0,0,0,0,0,0.1,0.2,7,4,10
Jochem van de Kamp,nl NED,"ZG,LT",Almere City,19,30,24,2,1,0,0,1,0,1.9,2.0,18,80,76
Ahmetcan Kaplan,tr TUR,ZG,Ajax,20,11,10,0,1,0,0,3,1,0.4,0.2,8,48,3
Safouane Karim,nl NED,"LT,AT",Volendam,19,10,0,0,0,0,0,3,1,0.2,0.1,7,9,14
Daniel Karlsbakk,no NOR,"AT,LT",Heerenveen,20,16,0,1,0,0,0,0,0,1.6,0.1,7,1,22
Souffian El Karouani,ma MAR,ZG,Utrecht,22,29,26,0,3,0,0,4,0,0.5,4.1,64,106,170
Denso Kasius,nl NED,ZG,AZ Alkmaar,20,16,3,0,1,0,0,0,1,0.4,0.5,20,20,40
Sam Kersten,nl NED,ZG,Zwolle,25,34,34,0,2,0,0,3,0,0.5,2.0,29,115,9
Yann Kitala,,AT,Almere City,25,15,5,2,0,0,0,3,0,1.0,0.2,9,6,34
Joshua Kitolano,no NOR,LT,Sparta R'dam,21,24,24,5,2,2,2,2,0,3.7,2.6,28,97,50
Mathias Kjølø,no NOR,LT,Twente,22,31,29,1,0,0,0,3,0,0.4,1.6,20,155,24
Davy Klaassen,nl NED,LT,Ajax,30,2,0,1,0,0,0,0,0,0.5,0.0,0,2,3
Sean Klaiber,sr SUR,ZG,Utrecht,29,2,1,0,0,0,0,0,0,0.0,0.0,2,13,7
Flip Klomp,nl NED,LT,Volendam,21,2,0,0,0,0,0,0,0,0.0,0.0,1,1,2
Mats Köhlert,de GER,ZG,Heerenveen,25,33,33,2,2,0,0,6,0,0.7,5.4,87,127,181
Luuk Koopmans,nl NED,G,Fortuna Sittard,29,5,5,0,0,0,0,0,0,0.0,0.0,0,0,0
Peer Koopmeiners,nl NED,LT,Almere City,23,31,31,0,9,0,0,7,1,0.6,5.7,18,144,38
Kacper Kozłowski,pl POL,"LT,AT",Vitesse,19,30,27,3,5,0,0,4,0,3.7,4.6,53,62,120
Joris Kramer,nl NED,ZG,Go Ahead Eag,26,30,29,2,0,0,0,2,0,1.6,0.1,14,79,8
Michiel Kramer,nl NED,AT,RKC Waalwijk,34,29,20,8,0,4,4,4,0,9.7,0.8,7,27,60
Filip Krastev,bg BUL,LT,Zwolle,21,14,10,2,1,0,0,2,0,1.5,1.1,35,58,34
Mohammed Kudus,gh GHA,"AT,LT",Ajax,22,2,2,1,1,0,0,0,0,1.1,0.5,11,5,27
Bas Kuipers,nl NED,ZG,Go Ahead Eag,28,33,33,5,4,0,0,6,0,3.9,4.6,71,120,187
Garang Kuol,au AUS,"AT,LT",Volendam,18,15,8,1,1,0,0,1,0,1.2,0.8,17,8,48
Dave Kwakman,nl NED,LT,AZ Alkmaar,18,3,1,0,0,0,0,0,0,0.1,0.0,2,13,0
Rajiv van La Parra,nl NED,"AT,LT",Almere City,32,32,20,2,1,0,0,1,0,4.1,1.1,55,36,171
Zakaria Labyad,ma MAR,"LT,AT",Utrecht,30,9,4,0,1,0,0,0,0,0.3,0.7,4,7,23
Mayckel Lahdo,se SWE,AT,AZ Alkmaar,20,15,10,3,4,0,0,0,0,1.2,1.1,39,21,105
Thomas Lam,fi FIN,ZG,Zwolle,29,31,31,2,0,0,0,6,0,3.1,0.6,12,84,8
Sam Lammers,nl NED,AT,Utrecht,26,18,18,10,3,1,1,0,0,9.3,2.3,18,48,120
Lazaros Lamprou,gr GRE,"AT,LT",Excelsior,25,28,20,6,5,0,0,4,1,7.6,3.6,68,45,114
Tygo Land,nl NED,LT,PSV Eindhoven,17,3,0,0,1,0,0,0,0,0.0,0.3,0,2,1
Noa Lang,nl NED,"AT,LT",PSV Eindhoven,24,11,8,4,1,0,0,0,0,2.7,2.9,42,46,71
Tobias Lauritsen,no NOR,AT,Sparta R'dam,25,31,29,12,9,3,3,2,0,12.9,3.8,14,75,147
Barry Lauwers,nl NED,G,Volendam,23,1,1,0,0,0,0,0,0,0.0,0.0,0,0,0
Marko Lazetić,rs SRB,"AT,ZG",Fortuna Sittard,19,8,3,0,0,0,0,1,0,0.2,0.6,2,2,8
Luke Le Roux,za RSA,LT,Volendam,23,14,8,1,0,0,0,3,0,0.1,0.0,1,25,7
Richy Ledezma,us USA,LT,PSV Eindhoven,22,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1
Kelvin Leerdam,sr SUR,ZG,Heracles Almelo,33,12,10,0,1,0,0,0,0,0.1,0.5,2,27,0
Yannick Leliendal,nl NED,ZG,Utrecht,21,8,6,0,0,0,0,1,0,0.1,0.1,6,17,16
Julian Lelieveld,nl NED,ZG,RKC Waalwijk,25,34,29,0,3,0,0,4,0,0.4,5.6,42,149,129
Isac Lidberg,se SWE,AT,Utrecht,24,20,11,4,3,0,0,1,0,4.1,1.2,14,7,66
Anthony Limbombe,be BEL,AT,Almere City,29,3,3,0,0,0,0,0,0,0.2,1.0,8,1,12
Bryan Limbombe,be BEL,"AT,LT",Heracles Almelo,22,31,20,2,0,0,0,2,1,2.3,1.5,61,41,108
Ondřej Lingr,cz CZE,"LT,AT",Feyenoord,24,20,0,3,1,0,0,0,0,3.7,1.2,10,18,28
Evert Linthorst,nl NED,LT,Go Ahead Eag,23,31,30,1,1,0,0,0,0,0.8,2.6,23,146,50
