Jogador,Nacao,Posicao,Equipe,Idade,Jogos_disputados,Jogos_iniciados,Gols,Assistencias,Penaltis_batidos,Penaltis_convertidos,Amarelos,Vermelhos,Xg,Xag,Carregadas_progressivas,Passes_progressivos,Passes_progressivos_recebidos
Nuno Tavares,pt POR,ZG,Nott'ham Forest,23,8,5,0,0,0,0,2,0,0.2,0.5,14,24,12
Marcus Tavernier,eng ENG,AT,Bournemouth,24,30,25,3,4,0,0,3,0,3.9,5.2,79,84,171
Charlie Taylor,eng ENG,ZG,Burnley,29,28,25,1,1,0,0,8,0,0.2,1.2,36,82,81
Kenny Tete,nl NED,ZG,Fulham,27,14,10,1,0,0,0,2,0,0.9,0.4,20,54,38
Luke Thomas,eng ENG,ZG,Sheffield Utd,22,12,11,0,0,0,0,3,0,0.5,0.1,8,33,22
Youri Tielemans,be BEL,"LT,AT",Aston Villa,26,32,17,2,6,0,0,3,0,1.3,2.6,23,128,46
Jurriën Timber,nl NED,ZG,Arsenal,22,2,1,0,0,0,0,2,0,0.0,0.0,0,8,5
Harry Toffolo,eng ENG,ZG,Nott'ham Forest,27,23,15,1,3,0,0,3,0,1.6,1.5,10,42,34
Takehiro Tomiyasu,jp JPN,ZG,Arsenal,24,22,10,2,1,0,0,2,1,1.5,0.4,17,72,37
James Tomkins,eng ENG,ZG,Crystal Palace,34,4,0,0,0,0,0,0,0,0.0,0.0,0,1,0
Sandro Tonali,it ITA,LT,Newcastle Utd,23,8,5,1,0,0,0,2,0,0.7,0.6,11,19,21
Ivan Toney,eng ENG,AT,Brentford,27,17,16,4,2,0,0,5,0,6.0,1.5,23,40,98
Pau Torres,es ESP,ZG,Aston Villa,26,29,27,2,0,0,0,1,0,1.0,0.4,42,128,16
Andros Townsend,eng ENG,"LT,AT",Luton Town,32,27,14,1,3,0,0,1,0,1.2,1.3,47,35,71
James Trafford,eng ENG,G,Burnley,20,28,28,0,0,0,0,2,0,0.0,0.0,0,6,0
Adama Traoré,es ESP,"AT,LT",Fulham,27,17,1,2,3,0,0,2,0,1.5,0.7,29,16,48
Bertrand Traoré,bf BFA,"ZG,AT",Aston Villa,27,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Boubacar Traoré,ml MLI,LT,Wolves,21,24,7,0,0,0,0,4,0,0.3,0.4,9,29,15
Mark Travers,ie IRL,G,Bournemouth,24,4,4,0,0,0,0,0,0,0.0,0.0,0,0,0
Mike Trésor,be BEL,"AT,LT",Burnley,24,16,3,0,0,0,0,0,0,0.5,0.4,15,10,31
Kieran Trippier,eng ENG,ZG,Newcastle Utd,32,28,26,1,10,0,0,5,0,0.7,7.5,34,157,128
Leandro Trossard,be BEL,"AT,LT",Arsenal,28,34,18,12,1,0,0,2,0,7.9,2.8,66,76,155
Auston Trusty,us USA,ZG,Sheffield Utd,24,32,28,0,0,0,0,4,0,0.4,1.1,10,40,15
Kostas Tsimikas,gr GRE,ZG,Liverpool,27,13,8,0,3,0,0,0,0,0.1,1.0,24,31,73
Matt Turner,us USA,G,Nott'ham Forest,29,17,17,0,0,0,0,2,0,0.0,0.0,0,0,0
Destiny Udogie,it ITA,ZG,Tottenham,20,28,28,2,3,0,0,7,1,2.4,2.2,83,155,138
Lesley Ugochukwu,fr FRA,LT,Chelsea,19,12,3,0,0,0,0,2,0,0.0,0.1,8,17,3
Enes Ünal,tr TUR,"AT,LT",Bournemouth,26,16,2,2,2,0,0,1,0,2.9,1.0,4,7,28
Virgil van Dijk,nl NED,ZG,Liverpool,32,36,36,2,2,0,0,3,1,2.8,1.6,32,200,7
Raphaël Varane,fr FRA,ZG,Manchester Utd,30,22,16,1,0,0,0,2,0,1.3,0.1,16,59,2
Alejo Véliz,ar ARG,AT,Tottenham,19,8,0,1,0,0,0,1,0,0.2,0.0,0,1,3
Joël Veltman,nl NED,ZG,Brighton,31,27,17,1,1,0,0,4,0,0.4,0.5,24,85,54
Micky van de Ven,nl NED,ZG,Tottenham,22,27,27,3,0,0,0,5,0,0.6,0.0,19,108,9
Bart Verbruggen,nl NED,G,Brighton,20,21,21,0,0,0,0,3,0,0.0,0.0,0,3,0
Guglielmo Vicario,it ITA,G,Tottenham,26,38,38,0,0,0,0,2,0,0.0,0.0,0,3,0
Fabio Vieira,pt POR,"LT,AT",Arsenal,23,11,2,1,2,1,1,0,1,1.3,1.6,12,15,30
Carlos Vinícius,br BRA,AT,Fulham,28,13,2,2,0,0,0,2,0,1.6,0.8,3,3,13
Vitinho,br BRA,"ZG,LT",Burnley,24,32,26,0,2,0,0,1,0,1.6,1.3,59,66,110
Odisseas Vlachodimos,gr GRE,G,Nott'ham Forest,29,5,5,0,0,0,0,0,0,0.0,0.0,0,1,0
Kyle Walker,eng ENG,ZG,Manchester City,33,32,30,0,4,0,0,2,0,0.4,2.6,74,157,172
Aaron Wan-Bissaka,eng ENG,ZG,Manchester Utd,25,22,20,0,2,0,0,4,0,0.1,1.5,30,77,54
Joel Ward,eng ENG,ZG,Crystal Palace,33,26,23,0,1,0,0,4,0,0.9,0.2,16,66,14
James Ward-Prowse,eng ENG,LT,West Ham,28,37,34,7,7,2,2,4,0,6.0,7.8,18,144,63
Lewis Warrington,eng ENG,AT,Everton,20,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Deivid Washington,br BRA,"ZG,AT",Chelsea,18,2,0,0,0,0,0,0,0,0.5,0.0,0,0,1
Ollie Watkins,eng ENG,AT,Aston Villa,27,37,37,19,13,0,0,4,0,16.8,7.3,62,55,214
Adam Webster,eng ENG,ZG,Brighton,28,15,13,0,0,0,0,2,0,0.4,0.1,16,80,2
Danny Welbeck,eng ENG,"AT,LT",Brighton,32,29,21,5,1,0,0,4,0,5.3,1.7,32,44,100
Timo Werner,de GER,AT,Tottenham,27,13,10,2,3,0,0,1,0,3.7,2.7,79,41,124
Adam Wharton,eng ENG,LT,Crystal Palace,19,16,15,0,3,0,0,2,0,0.3,2.4,14,79,10
Ethan Wheatley,eng ENG,AT,Manchester Utd,17,3,0,0,0,0,0,0,0,0.0,0.0,0,0,1
Ben White,eng ENG,ZG,Arsenal,25,37,35,4,4,0,0,8,0,1.2,3.8,44,192,162
Joe White,eng ENG,LT,Newcastle Utd,20,4,0,0,0,0,0,1,0,0.0,0.0,2,3,3
Neco Williams,wls WAL,ZG,Nott'ham Forest,22,26,18,0,1,0,0,4,0,0.8,1.6,48,47,86
Willian,br BRA,AT,Fulham,34,31,24,4,2,2,2,1,0,5.1,3.9,92,153,181
Joe Willock,eng ENG,LT,Newcastle Utd,23,9,5,1,0,0,0,0,0,0.8,0.6,16,17,26
Callum Wilson,eng ENG,AT,Newcastle Utd,31,20,9,9,1,2,2,3,0,8.8,0.6,11,9,77
Harry Wilson,wls WAL,AT,Fulham,26,35,16,4,6,0,0,6,0,3.4,3.5,41,60,130
Yoane Wissa,cd COD,AT,Brentford,26,34,29,12,3,0,0,7,0,10.6,3.9,45,48,150
Chris Wood,nz NZL,AT,Nott'ham Forest,31,31,20,14,1,0,0,0,0,11.9,2.1,16,30,76
Cauley Woodrow,eng ENG,"AT,LT",Luton Town,28,24,2,1,1,0,0,2,0,1.4,1.2,7,6,22
Joe Worrall,eng ENG,ZG,Nott'ham Forest,26,7,5,0,0,0,0,0,1,0.1,0.2,0,8,1
Yehor Yarmoliuk,ua UKR,LT,Brentford,19,27,6,0,0,0,0,2,0,1.0,0.1,13,35,36
Ryan Yates,eng ENG,LT,Nott'ham Forest,25,35,21,1,1,0,0,6,0,2.6,0.8,18,73,37
Ashley Young,eng ENG,"ZG,LT",Everton,38,31,27,0,0,0,0,7,1,0.6,1.5,40,82,61
Illia Zabarnyi,ua UKR,ZG,Bournemouth,20,37,37,1,0,0,0,5,0,1.1,0.4,24,109,1
Nicolò Zaniolo,it ITA,"AT,LT",Aston Villa,24,25,9,2,0,0,0,7,0,2.6,1.0,35,30,60
Anass Zaroury,ma MAR,"AT,LT",Burnley,22,6,1,0,0,0,0,0,1,0.2,0.0,2,2,12
Oleksandr Zinchenko,ua UKR,ZG,Arsenal,26,27,20,1,2,0,0,2,0,0.6,2.5,40,229,58
Kurt Zouma,fr FRA,ZG,West Ham,28,33,32,3,0,0,0,3,0,1.8,0.2,7,53,1
Martin Ødegaard,no NOR,LT,Arsenal,24,35,35,8,10,2,2,2,0,7.4,9.6,91,344,202
