Jogador,Nacao,Posicao,Equipe,Idade,Jogos_disputados,Jogos_iniciados,Gols,Assistencias,Penaltis_batidos,Penaltis_convertidos,Amarelos,Vermelhos,Xg,Xag,Carregadas_progressivas,Passes_progressivos,Passes_progressivos_recebidos
Janik Haberer,de GER,"LT,ZG",Union Berlin,29,21,14,1,1,0,0,7,0,0.9,0.6,10,47,36
Robin Hack,de GER,"AT,LT",Gladbach,24,29,14,10,2,0,0,2,0,3.9,2.3,50,46,103
Amadou Haidara,ml MLI,LT,RB Leipzig,25,21,19,2,1,0,0,5,0,1.1,1.6,8,97,11
Sébastien Haller,ci CIV,AT,Dortmund,29,14,5,0,1,0,0,2,0,0.9,0.7,11,11,34
Andreas Hanche-Olsen,no NOR,ZG,Mainz 05,26,15,12,1,0,0,0,5,0,0.7,0.0,1,19,0
Isak Hansen-Aarøen,no NOR,LT,Werder Bremen,18,3,0,0,0,0,0,1,0,0.0,0.1,2,2,3
Genki Haraguchi,jp JPN,LT,Stuttgart,32,2,0,0,0,0,0,0,0,0.0,0.0,1,3,0
Makoto Hasebe,jp JPN,"ZG,LT",Eint Frankfurt,39,8,2,0,0,0,0,1,0,0.0,0.0,0,10,3
Thorgan Hazard,be BEL,ZG,Dortmund,30,1,0,0,0,0,0,0,0,0.0,0.0,0,2,1
Dominique Heintz,de GER,ZG,Köln,29,12,6,0,0,0,0,0,0,0.0,0.5,10,30,16
Benjamin Henrichs,de GER,ZG,RB Leipzig,26,33,28,1,5,0,0,5,0,2.5,4.4,53,124,161
Patrick Herrmann,de GER,"AT,ZG",Gladbach,32,8,0,0,0,0,0,1,0,0.2,0.1,3,6,8
Piero Hincapié,ec ECU,ZG,Leverkusen,21,26,16,1,2,0,0,2,0,1.9,0.5,34,102,50
Adam Hložek,cz CZE,"LT,AT",Leverkusen,21,23,5,2,3,0,0,1,0,3.1,0.9,14,13,33
Nicolas Höfler,de GER,LT,Freiburg,33,28,26,1,1,0,0,10,1,0.7,0.4,14,94,15
Jonas Hofmann,de GER,LT,Leverkusen,31,32,26,5,7,0,0,3,0,5.9,8.1,63,119,221
Philipp Hofmann,de GER,AT,Bochum,30,29,18,4,2,0,0,1,0,4.8,1.7,7,36,86
Lucas Höler,de GER,"AT,LT",Freiburg,29,33,26,7,2,1,2,7,0,8.6,2.1,24,49,153
Fabian Holland,de GER,"LT,ZG",Darmstadt 98,33,23,23,0,2,0,0,4,1,0.6,1.5,11,87,47
Benedict Hollerbach,de GER,"AT,LT",Union Berlin,22,28,15,5,0,0,0,2,0,3.4,1.3,49,39,126
Gerrit Holtmann,ph PHI,"LT,AT",Darmstadt 98,28,10,2,0,0,0,0,1,0,0.6,0.3,13,18,20
Franck Honorat,fr FRA,"ZG,AT",Gladbach,26,32,28,3,9,0,0,1,0,1.6,9.3,97,93,242
Mathias Honsak,at AUT,"AT,LT",Darmstadt 98,26,23,10,1,1,0,0,1,0,1.8,0.7,22,19,62
Fraser Hornby,sct SCO,"AT,LT",Darmstadt 98,23,7,1,0,0,0,0,1,0,0.7,0.3,7,2,7
Lukáš Hrádecký,fi FIN,G,Leverkusen,33,33,33,0,0,0,0,2,0,0.0,0.0,0,1,0
Timo Hübers,de GER,ZG,Köln,27,31,31,0,0,0,0,6,0,1.8,0.5,19,104,3
Mats Hummels,de GER,ZG,Dortmund,34,25,20,3,0,0,0,4,1,3.2,0.9,11,82,1
Denis Huseinbasic,ba BIH,LT,Köln,22,26,18,0,3,0,0,5,0,0.3,0.7,35,93,29
Iago,br BRA,ZG,Augsburg,26,23,18,1,1,0,0,4,0,1.4,1.6,24,54,51
Borja Iglesias,es ESP,AT,Leverkusen,30,7,2,0,0,0,0,0,0,1.4,0.3,3,5,19
Joel Imasuen,us USA,AT,Werder Bremen,18,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Thomas Isherwood,se SWE,ZG,Darmstadt 98,25,12,8,0,0,0,0,1,0,0.0,0.0,6,11,1
Ko Itakura,jp JPN,"ZG,LT",Gladbach,26,20,18,3,0,0,0,9,0,1.3,0.2,14,36,7
Hiroki Ito,jp JPN,ZG,Stuttgart,24,26,25,0,2,0,0,1,0,0.9,2.0,29,121,32
Lee Jae-sung,kr KOR,"LT,AT",Mainz 05,30,29,24,6,3,0,0,6,0,4.9,3.4,25,82,121
Paul Jaeckel,de GER,ZG,Union Berlin,25,6,2,0,0,0,0,0,0,0.0,0.1,1,14,1
Kristijan Jakić,hr CRO,LT,Augsburg,26,14,13,2,1,0,0,4,0,0.8,0.3,11,56,10
Kristijan Jakić,hr CRO,"LT,AT",Eint Frankfurt,26,4,1,0,0,0,0,1,0,0.0,0.2,3,11,9
Tony Jantschke,de GER,"ZG,LT",Gladbach,33,4,0,0,0,0,0,0,0,0.0,0.0,0,2,0
Nuha Jatta,gm GAM,AT,RB Leipzig,17,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Fredrik Jensen,fi FIN,"LT,AT",Augsburg,25,22,18,2,4,0,0,1,0,0.9,4.3,22,46,90
Moritz Jenz,de GER,ZG,Wolfsburg,24,22,21,0,1,0,0,7,1,0.3,0.3,2,47,4
Anthony Jung,de GER,ZG,Werder Bremen,31,31,30,1,0,0,0,4,1,0.6,0.3,24,107,21
Josip Juranović,hr CRO,ZG,Union Berlin,27,21,14,0,2,0,1,4,0,1.4,2.3,22,52,46
David Jurásek,cz CZE,ZG,Hoffenheim,22,13,4,0,1,0,0,1,0,0.2,1.0,12,12,38
Julian Justvan,de GER,"AT,LT",Hoffenheim,25,4,0,0,0,0,0,0,0,0.0,0.0,8,5,12
Julian Justvan,de GER,"LT,AT",Darmstadt 98,25,14,11,2,2,0,0,1,0,0.9,2.5,20,56,50
Ozan Kabak,tr TUR,ZG,Hoffenheim,23,28,28,4,0,0,0,11,1,2.2,1.1,21,110,11
Pavel Kadeřábek,cz CZE,"ZG,AT",Hoffenheim,31,29,28,3,4,0,0,7,0,2.5,4.7,38,88,153
Florian Kainz,at AUT,"LT,AT",Köln,30,33,29,5,4,5,5,4,0,5.0,3.3,40,124,100
Sasa Kalajdzic,at AUT,AT,Eint Frankfurt,26,5,5,0,1,0,0,0,0,0.2,0.5,1,8,9
Jakub Kamiński,pl POL,"AT,LT",Wolfsburg,21,17,4,0,2,0,0,0,0,0.5,0.7,13,18,53
Kevin Kampl,si SVN,LT,RB Leipzig,32,26,14,1,0,0,0,3,0,0.2,1.8,28,88,27
Harry Kane,eng ENG,AT,Bayern Munich,30,32,32,36,8,5,5,2,0,30.6,6.4,36,102,164
Atakan Karazor,de GER,LT,Stuttgart,26,33,31,0,4,0,0,9,0,1.0,2.6,24,142,31
Emir Karic,at AUT,ZG,Darmstadt 98,26,27,18,0,0,0,0,4,0,0.4,1.3,56,115,85
Silas Katompa,cd COD,"AT,LT",Stuttgart,24,27,8,5,2,0,1,0,0,5.7,2.3,49,25,130
Mikkel Kaufmann,dk DEN,AT,Union Berlin,22,18,4,1,0,0,0,0,0,1.3,1.0,6,11,34
Naby Keïta,gn GUI,"LT,ZG",Werder Bremen,28,5,1,0,0,0,0,2,0,0.1,0.0,1,13,4
Yannik Keitel,de GER,"ZG,LT",Freiburg,23,15,11,1,0,0,0,0,0,0.7,0.4,4,48,7
Thomas Keller,de GER,"LT,AT",Heidenheim,23,2,0,0,0,0,0,0,0,0.0,0.0,0,2,0
Aljoscha Kemlein,de GER,LT,Union Berlin,18,2,0,0,0,0,0,0,0,0.0,0.0,0,0,1
Tobias Kempe,de GER,LT,Darmstadt 98,34,24,15,3,2,3,3,1,0,3.6,2.1,15,44,46
Rani Khedira,de GER,LT,Union Berlin,29,20,18,0,0,0,0,5,1,0.4,0.1,6,35,15
Luca Kilian,de GER,ZG,Köln,23,13,6,0,0,0,0,1,0,0.0,0.0,7,12,1
Joshua Kimmich,de GER,"LT,ZG",Bayern Munich,28,28,27,1,6,0,0,1,1,1.1,7.1,56,229,114
Christoph Klarer,at AUT,ZG,Darmstadt 98,23,30,28,2,2,0,0,9,0,1.2,0.9,9,64,11
Tim Kleindienst,de GER,AT,Heidenheim,27,33,33,12,3,2,2,6,0,13.9,3.3,40,73,178
Lukas Klostermann,de GER,ZG,RB Leipzig,27,25,16,1,0,0,0,3,0,0.7,0.4,14,90,13
Ansgar Knauff,de GER,"LT,ZG",Eint Frankfurt,21,31,24,7,2,0,0,7,1,5.7,2.3,77,57,164
Robin Knoche,de GER,ZG,Union Berlin,31,24,20,1,0,0,1,1,0,1.2,0.3,2,71,2
Gregor Kobel,ch SUI,G,Dortmund,25,27,27,0,0,0,0,1,0,0.0,0.0,0,0,0
Robin Koch,de GER,ZG,Eint Frankfurt,27,31,31,2,0,0,0,10,0,3.1,0.2,14,116,3
Dominik Kohr,de GER,"ZG,LT",Mainz 05,29,31,27,1,0,0,0,15,1,1.6,1.2,19,99,26
Randal Kolo Muani,fr FRA,AT,Eint Frankfurt,24,2,2,1,0,0,0,0,0,1.3,0.0,6,3,9
Mert Kömür,de GER,"LT,ZG",Augsburg,18,4,1,1,0,0,0,0,0,0.2,0.0,7,4,9
Manu Koné,fr FRA,LT,Gladbach,22,22,18,1,0,0,0,4,1,1.2,1.2,42,70,56
Odilon Kossonou,ci CIV,ZG,Leverkusen,22,22,21,1,0,0,0,3,0,0.6,0.7,48,141,23
Tomáš Koubek,cz CZE,G,Augsburg,30,3,3,0,0,0,0,0,0,0.0,0.0,0,0,0
Matej Kovar,cz CZE,G,Leverkusen,23,1,1,0,0,0,0,0,0,0.0,0.0,0,0,0
Dawid Kownacki,pl POL,AT,Werder Bremen,26,22,3,0,0,0,0,0,0,1.3,0.4,5,10,26
Alex Král,cz CZE,LT,Union Berlin,25,24,13,0,0,0,0,2,0,1.7,0.4,15,44,41
Andrej Kramarić,hr CRO,"LT,AT",Hoffenheim,32,30,25,15,6,5,5,4,0,11.1,7.3,71,119,175
Christoph Kramer,de GER,LT,Gladbach,32,14,1,0,0,0,0,4,0,0.1,0.1,10,17,8
Frans Krätzig,de GER,ZG,Bayern Munich,20,4,0,0,0,0,0,0,0,0.3,0.3,0,7,7
Tom Krauß,de GER,LT,Mainz 05,22,29,13,1,2,0,0,5,0,0.8,0.4,12,68,29
Lukas Kübler,de GER,ZG,Freiburg,30,26,22,1,0,0,0,7,0,0.6,0.3,13,70,32
Mahmut Kücüksahin,,LT,Augsburg,19,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Christian Kühlwetter,de GER,LT,Heidenheim,27,1,0,0,1,0,0,0,0,0.0,0.6,1,0,0
Moritz-Broni Kwarteng,gh GHA,AT,Bochum,25,11,2,0,1,0,0,1,1,1.0,0.5,8,6,24
Maxence Lacroix,fr FRA,ZG,Wolfsburg,23,28,27,4,1,0,0,5,3,0.8,0.8,5,79,5
Aïssa Laïdouni,tn TUN,LT,Union Berlin,26,23,10,0,3,0,0,2,0,0.7,1.0,24,56,41
Konrad Laimer,at AUT,"ZG,LT",Bayern Munich,26,29,18,0,3,0,0,3,0,1.0,3.9,62,127,98
Stefan Lainer,at AUT,"ZG,LT",Gladbach,30,15,8,0,1,0,0,2,0,0.2,0.7,15,37,31
Hugo Larsson,se SWE,LT,Eint Frankfurt,19,29,21,2,1,0,0,1,0,1.3,1.4,26,68,42
Diogo Leite,pt POR,ZG,Union Berlin,24,32,31,0,0,0,0,6,0,0.8,0.2,14,121,4
Maxim Leitsch,de GER,ZG,Mainz 05,25,7,4,0,0,0,0,0,0,0.0,0.0,1,7,0
Christopher Lenz,de GER,"ZG,LT",RB Leipzig,28,5,0,0,0,0,0,0,0,0.0,0.1,1,2,7
Christopher Lenz,de GER,ZG,Eint Frankfurt,28,1,0,0,0,0,0,0,0,0.0,0.0,0,1,0
Jamie Leweling,de GER,"AT,LT",Stuttgart,22,34,17,4,4,0,0,3,0,6.1,3.2,65,35,172
Philipp Lienhart,at AUT,ZG,Freiburg,27,15,14,1,0,0,0,3,0,1.1,1.1,14,53,3
Matthijs de Ligt,nl NED,ZG,Bayern Munich,23,22,16,2,0,0,0,5,0,1.7,0.1,16,98,6
Jesper Lindstrøm,dk DEN,AT,Eint Frankfurt,23,1,1,0,0,0,0,0,0,0.2,0.0,2,1,9
Dejan Ljubicic,at AUT,"LT,AT",Köln,25,26,24,0,2,0,0,6,0,1.9,3.0,41,84,73
Noah Loosli,ch SUI,ZG,Bochum,26,10,2,0,0,0,0,1,0,0.0,0.0,1,6,3
Anthony Losilla,fr FRA,LT,Bochum,37,31,31,1,2,0,0,10,0,2.3,1.5,11,100,42
Castello Lukeba,fr FRA,ZG,RB Leipzig,20,32,24,1,0,0,0,3,0,0.8,0.1,23,107,9
Andreas Luthe,de GER,G,Bochum,36,1,1,0,0,0,0,0,0,0.0,0.0,0,0,0
Senne Lynen,be BEL,LT,Werder Bremen,24,32,20,0,3,0,0,6,0,0.4,1.8,10,66,28
Ian Maatsen,nl NED,ZG,Dortmund,21,16,15,2,2,0,0,5,0,0.9,1.4,41,80,49
Matej Maglica,hr CRO,ZG,Darmstadt 98,24,26,21,1,0,0,0,7,2,0.6,0.7,11,62,5
Arne Maier,de GER,LT,Augsburg,24,22,10,2,4,0,0,0,0,1.5,2.3,17,64,66
Linton Maina,de GER,"AT,LT",Köln,24,31,21,1,3,0,0,4,0,1.9,3.1,109,61,169
Patrick Mainka,de GER,ZG,Heidenheim,28,34,34,2,0,0,0,1,0,3.2,0.1,33,122,6
Lovro Majer,hr CRO,"LT,AT",Wolfsburg,25,32,25,5,5,2,2,5,0,5.4,3.2,61,124,140
Jordy Makengo,fr FRA,ZG,Freiburg,21,20,10,0,0,0,0,1,0,0.2,0.2,27,52,34
Julián Malatini,ar ARG,ZG,Werder Bremen,22,11,6,1,0,0,0,1,0,1.0,0.2,9,27,7
Donyell Malen,nl NED,"AT,LT",Dortmund,24,27,21,13,1,0,0,5,0,9.5,3.0,73,57,163
Lennard Maloney,us USA,LT,Heidenheim,23,29,27,1,1,0,0,1,0,0.8,1.1,3,62,17
David Mamutovic,de GER,"AT,ZG",Mainz 05,22,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Braydon Manu,gh GHA,LT,Darmstadt 98,26,4,3,0,0,0,0,1,0,0.4,0.1,5,1,9
Omar Marmoush,eg EGY,"AT,LT",Eint Frankfurt,24,29,27,12,6,2,2,7,0,11.6,4.4,88,60,165
Eric Martel,de GER,LT,Köln,21,30,29,1,1,0,0,6,0,2.2,1.1,21,75,35
Erhan Mašović,rs SRB,"ZG,LT",Bochum,24,29,24,0,0,0,0,7,0,1.1,0.3,15,47,10
Roberto Massimo,de GER,"AT,ZG",Stuttgart,22,5,0,0,0,0,0,1,0,0.0,0.0,3,3,6
Jean Mattéo Bahoya,fr FRA,"LT,AT",Eint Frankfurt,18,8,1,0,0,0,0,0,0,0.0,0.1,6,3,22
Philipp Max,de GER,ZG,Eint Frankfurt,29,23,17,1,2,0,0,2,0,0.2,2.8,25,63,56
Eric Maxim Choupo-Moting,cm CMR,"LT,AT",Bayern Munich,34,27,7,2,2,0,0,1,0,4.5,1.8,23,21,71
Noussair Mazraoui,ma MAR,ZG,Bayern Munich,25,19,15,0,3,0,0,3,0,0.9,1.8,34,103,79
Kevin Mbabu,ch SUI,ZG,Augsburg,28,25,22,0,2,0,0,5,0,0.1,1.9,70,84,106
Noah Mbamba,be BEL,LT,Leverkusen,18,3,0,0,1,0,0,0,0,0.0,0.6,1,2,1
Nathanael Mbuku,fr FRA,AT,Augsburg,21,1,0,0,0,0,0,0,0,0.0,0.0,1,1,4
Marvin Mehlem,de GER,LT,Darmstadt 98,25,20,19,3,2,0,0,3,0,3.8,1.1,27,46,73
Thomas Meunier,be BEL,ZG,Dortmund,31,8,7,0,0,0,0,0,0,0.5,0.6,21,33,25
Alexander Meyer,de GER,G,Dortmund,32,8,7,0,0,0,0,0,0,0.0,0.0,0,1,0
Sven Michel,de GER,"AT,LT",Augsburg,33,22,5,2,1,1,2,2,0,2.4,0.8,6,14,44
Enzo Millot,fr FRA,"LT,AT",Stuttgart,21,31,27,5,4,1,1,5,0,5.3,3.9,46,127,167
Jovan Milošević,rs SRB,"AT,LT",Stuttgart,18,5,0,0,0,0,0,0,0,0.0,0.0,1,1,3
Kim Min-jae,kr KOR,ZG,Bayern Munich,26,25,22,1,1,0,0,3,0,0.8,0.4,14,131,3
Maximilian Mittelstädt,de GER,ZG,Stuttgart,26,31,23,2,4,0,0,5,0,0.9,4.2,70,123,129
Marko Mladenović,rs SRB,LT,Eint Frankfurt,18,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1
Max Moerstedt,de GER,"ZG,AT",Hoffenheim,,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1
Mateu Morey,es ESP,ZG,Dortmund,23,3,2,0,0,0,0,0,0,0.0,0.1,3,6,4
Youssoufa Moukoko,de GER,AT,Dortmund,18,20,4,5,0,0,0,1,0,3.9,0.3,16,15,27
Andreas Müller,de GER,LT,Darmstadt 98,23,11,2,0,0,0,0,3,0,0.1,0.0,3,13,7
Jannik Müller,de GER,"ZG,LT",Darmstadt 98,29,16,12,0,0,0,0,5,0,0.2,0.1,8,31,7
Kevin Müller,de GER,G,Heidenheim,32,34,34,0,0,0,0,1,0,0.0,0.0,0,0,0
Marcus Müller,de GER,LT,Mainz 05,20,1,0,0,0,0,0,0,0,0.1,0.0,0,1,0
Thomas Müller,de GER,"LT,AT",Bayern Munich,33,31,20,5,9,0,0,0,0,5.7,8.4,38,82,188
Jamal Musiala,de GER,"LT,AT",Bayern Munich,20,24,20,10,5,0,0,2,0,7.9,6.0,103,100,163
Florent Muslija,xk KVX,"LT,AT",Freiburg,25,10,0,0,0,0,0,0,0,0.1,0.6,6,13,7
Phillipp Mwene,at AUT,ZG,Mainz 05,29,23,23,1,2,0,0,4,1,1.4,2.0,50,73,93
Joakim Mæhle,dk DEN,"ZG,LT",Wolfsburg,26,30,27,2,3,0,0,5,0,1.4,2.7,84,119,137
Nathan N'Goumou,fr FRA,"AT,LT",Gladbach,23,32,14,5,2,0,0,1,0,3.8,1.7,52,47,150
Stanley N'Soki,fr FRA,ZG,Hoffenheim,24,11,7,0,0,0,0,3,1,0.0,0.1,7,37,14
Luca Netz,de GER,ZG,Gladbach,20,30,25,0,4,0,0,2,0,1.0,3.0,46,81,99
Manuel Neuer,de GER,G,Bayern Munich,37,23,23,0,0,0,0,1,0,0.0,0.0,0,8,0
Florian Neuhaus,de GER,LT,Gladbach,26,25,15,4,2,1,1,4,0,4.3,1.8,30,74,43
Jessic Ngankam,de GER,"AT,LT",Mainz 05,23,7,2,0,0,0,0,0,1,0.6,0.3,3,1,11
Jessic Ngankam,de GER,AT,Eint Frankfurt,23,15,2,0,0,0,1,2,0,1.5,0.0,2,1,17
Moritz Nicolas,de GER,G,Gladbach,25,27,27,0,0,0,0,2,0,0.0,0.0,0,0,0
Justin Njinmah,de GER,AT,Werder Bremen,22,24,10,6,2,0,0,1,0,4.9,2.4,36,13,95
Niels Nkounkou,fr FRA,"ZG,LT",Eint Frankfurt,22,29,13,3,2,0,0,5,1,1.3,2.2,55,61,62
Felix Nmecha,de GER,LT,Dortmund,22,20,10,1,2,0,0,3,0,1.7,0.9,19,45,28
Lukas Nmecha,de GER,AT,Wolfsburg,24,3,0,1,0,0,0,0,0,0.1,0.0,0,1,5
Jonathan Norbye,no NOR,LT,RB Leipzig,16,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Alexander Nübel,de GER,G,Stuttgart,26,30,30,0,0,0,0,1,0,0.0,0.0,0,1,0
Kasim Nuhu,gh GHA,ZG,Hoffenheim,28,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Fabian Nürnberger,de GER,"ZG,LT",Darmstadt 98,24,21,17,1,1,0,0,2,0,0.9,2.0,35,70,91
Tim Oermann,de GER,ZG,Bochum,19,16,8,0,0,0,0,2,0,0.1,0.3,6,25,7
Masaya Okugawa,jp JPN,"AT,ZG",Augsburg,27,2,0,0,0,0,0,0,0,0.0,0.0,0,1,2
Finn Ole Becker,de GER,LT,Hoffenheim,23,22,5,0,0,0,0,1,0,0.2,0.4,16,36,23
Mathias Olesen,lu LUX,"LT,AT",Köln,22,6,0,0,0,0,0,2,1,0.0,0.0,2,7,2
Dani Olmo,es ESP,LT,RB Leipzig,25,21,17,4,5,0,0,0,0,3.3,5.4,60,68,111
Jonas Omlin,ch SUI,G,Gladbach,29,7,7,0,1,0,0,1,0,0.0,0.4,0,0,0
Karim Onisiwo,at AUT,"AT,LT",Mainz 05,31,24,17,1,3,0,0,1,0,2.3,1.3,26,27,111
Loïs Openda,be BEL,AT,RB Leipzig,23,34,33,24,7,2,3,4,0,22.1,5.8,77,45,226
Leon Opitz,de GER,"AT,ZG",Werder Bremen,18,3,0,0,0,0,0,0,0,0.0,0.0,1,0,2
Willi Orban,hu HUN,ZG,RB Leipzig,30,19,18,0,0,0,0,2,0,0.4,0.4,7,97,10
Ivan Ordets,ua UKR,ZG,Bochum,31,24,21,1,0,0,0,4,0,1.3,0.5,5,44,7
Patrick Osterhage,de GER,LT,Bochum,23,24,21,2,1,0,0,5,0,1.4,0.8,26,64,65
Salih Özcan,tr TUR,LT,Dortmund,25,23,13,0,0,0,0,3,0,0.2,1.0,16,57,24
Willian Pacho,ec ECU,ZG,Eint Frankfurt,21,33,33,0,3,0,0,7,0,1.2,1.1,22,148,4
Gonçalo Paciência,pt POR,"AT,LT",Bochum,28,19,6,3,1,0,0,3,0,3.0,1.3,9,21,50
Exequiel Palacios,ar ARG,LT,Leverkusen,24,24,21,4,4,2,2,6,0,3.3,3.8,24,162,45
Miloš Pantović,rs SRB,LT,Union Berlin,27,1,0,1,0,0,0,0,0,0.8,0.0,1,0,1
Antonios Papadopoulos,de GER,ZG,Dortmund,23,2,1,0,0,0,0,0,0,0.0,0.0,0,1,0
Matondo-Merveille Papela,de GER,"LT,ZG",Mainz 05,22,11,3,0,0,0,0,1,0,0.3,0.3,6,12,10
Leart Paqarada,xk KVX,ZG,Köln,28,17,11,0,0,0,0,0,0,0.4,1.7,26,45,29
Kevin Paredes,us USA,"AT,LT",Wolfsburg,20,28,15,3,0,0,0,4,0,3.0,1.4,34,50,112
Felix Passlack,de GER,ZG,Bochum,25,15,13,2,2,0,0,2,1,0.9,1.2,10,27,42
Jiří Pavlenka,cz CZE,G,Werder Bremen,31,7,7,0,0,0,0,0,0,0.0,0.0,0,0,0
Aleksandar Pavlovic,de GER,LT,Bayern Munich,19,19,14,2,2,0,0,6,0,1.2,1.0,14,105,14
Mads Pedersen,dk DEN,ZG,Augsburg,26,27,19,1,1,0,0,5,1,0.8,1.5,56,66,79
Jordan Pefok,us USA,AT,Gladbach,27,25,18,5,3,0,0,2,0,6.5,2.5,5,22,73
Jordan Pefok,us USA,AT,Union Berlin,27,1,0,0,0,0,0,0,0,0.0,0.1,0,0,1
Dženan Pejčinović,de GER,AT,Wolfsburg,18,4,0,0,0,0,0,1,0,0.1,0.1,1,0,2
Daniel Peretz,il ISR,G,Bayern Munich,23,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Matteo Perez Vinlöf,se SWE,AT,Bayern Munich,17,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1
Pavao Pervan,at AUT,G,Wolfsburg,35,9,9,0,0,0,0,1,0,0.0,0.0,0,0,0
Jens Petter Hauge,no NOR,"LT,AT",Eint Frankfurt,23,10,0,0,0,0,0,0,0,0.1,0.1,7,6,15
Luca Pfeiffer,de GER,"AT,LT",Darmstadt 98,26,24,20,1,4,0,0,3,0,4.6,1.7,15,37,81
Patric Pfeiffer,de GER,ZG,Augsburg,23,11,4,0,1,0,0,0,0,0.5,0.8,1,19,4
Maximilian Philipp,de GER,"AT,LT",Freiburg,29,17,1,1,0,0,0,2,0,0.5,0.4,3,6,28
Florian Pick,de GER,"LT,AT",Heidenheim,27,22,1,0,1,0,0,2,0,0.3,0.8,12,12,34
Amos Pieper,de GER,ZG,Werder Bremen,25,7,7,0,0,0,0,0,0,0.5,0.8,3,24,3
Marvin Pieringer,de GER,"LT,AT",Heidenheim,23,31,18,3,3,0,0,5,0,2.3,2.1,28,41,72
Alassane Pléa,fr FRA,"AT,LT",Gladbach,30,27,24,7,4,1,1,1,0,7.0,4.0,56,115,157
Ole Pohlmann,de GER,LT,Dortmund,22,2,0,0,0,0,0,0,0,0.1,0.1,0,0,4
Sebastian Polter,de GER,AT,Darmstadt 98,32,9,4,0,1,0,0,0,0,1.0,0.6,5,13,26
Yussuf Poulsen,dk DEN,AT,RB Leipzig,29,28,12,5,2,0,0,0,0,5.7,1.0,11,16,78
Grischa Prömel,de GER,LT,Hoffenheim,28,28,27,4,5,0,0,10,1,3.8,2.8,35,96,60
Gustavo Puerta,co COL,"ZG,LT",Leverkusen,20,7,0,0,0,0,0,0,0,0.1,0.1,1,8,1
Luca Raimund,de GER,"AT,LT",Stuttgart,18,3,0,0,0,0,0,1,0,0.9,0.0,0,1,2
Grant Ranos,am ARM,"LT,AT",Gladbach,20,9,0,0,0,0,0,0,0,0.3,0.0,0,3,4
Nicolai Rapp,de GER,ZG,Werder Bremen,26,2,1,0,0,0,0,1,0,0.0,0.0,1,2,0
David Raum,de GER,ZG,RB Leipzig,25,31,31,2,8,0,0,6,0,0.8,7.3,77,131,246
Rocco Reitz,de GER,LT,Gladbach,21,34,24,6,3,0,0,2,0,3.7,2.4,41,110,58
Marco Reus,de GER,"LT,AT",Dortmund,34,26,18,6,8,0,0,2,0,6.5,5.1,31,64,89
Elvis Rexhbeçaj,de GER,LT,Augsburg,25,25,24,2,0,1,1,4,0,1.7,0.5,15,91,51
Gio Reyna,us USA,"LT,AT",Dortmund,20,11,1,0,0,0,0,1,0,0.8,0.8,8,20,19
Marco Richter,de GER,"LT,AT",Mainz 05,25,20,7,1,0,0,0,3,0,1.9,1.3,20,30,53
Clemens Riedel,de GER,ZG,Darmstadt 98,20,14,9,0,0,0,0,2,0,0.3,0.7,4,47,27
Manuel Riemann,de GER,G,Bochum,34,33,33,0,0,0,0,5,0,0.0,0.2,0,19,0
Sebastian Rode,de GER,LT,Eint Frankfurt,32,8,1,0,0,0,0,0,0,0.0,0.1,3,11,4
Rogério,br BRA,ZG,Wolfsburg,25,13,10,1,0,0,0,0,0,0.3,0.4,27,57,42
Merlin Röhl,de GER,"LT,AT",Freiburg,21,24,17,2,4,0,0,3,1,2.0,2.5,44,38,87
Frank Ronstadt,de GER,"ZG,LT",Darmstadt 98,26,4,0,0,0,0,0,0,0,0.1,0.1,3,2,4
Anthony Rouault,fr FRA,ZG,Stuttgart,22,22,11,0,2,0,0,3,0,0.1,0.8,8,68,10
Jérôme Roussillon,fr FRA,ZG,Union Berlin,30,23,8,0,1,0,0,2,0,0.3,0.6,10,38,29
Fabian Rüdlin,de GER,LT,Freiburg,26,1,0,0,0,0,0,0,0,0.0,0.0,0,1,0
Julian Ryerson,no NOR,ZG,Dortmund,25,21,20,4,1,0,0,3,0,1.8,2.7,41,64,118
Frederik Rønnow,dk DEN,G,Union Berlin,30,33,33,0,0,0,0,2,0,0.1,0.1,0,1,0
Marcel Sabitzer,at AUT,LT,Dortmund,29,25,23,4,3,1,1,3,1,3.6,1.8,39,111,69
Roland Sallai,hu HUN,"LT,AT",Freiburg,26,27,22,3,2,0,1,6,0,7.9,3.5,47,41,139
Diadie Samassékou,ml MLI,LT,Hoffenheim,27,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Jadon Sancho,eng ENG,"AT,LT",Dortmund,23,14,11,2,2,0,0,1,0,0.7,3.0,61,62,114
Leroy Sané,de GER,AT,Bayern Munich,27,27,25,8,11,0,0,4,0,10.9,10.8,121,113,274
Amin Sarr,se SWE,"AT,LT",Wolfsburg,22,14,2,0,0,0,0,0,0,0.6,0.2,3,12,26
