Jogador,Nacao,Posicao,Equipe,Idade,Jogos_disputados,Jogos_iniciados,Gols,Assistencias,Penaltis_batidos,Penaltis_convertidos,Amarelos,Vermelhos,Xg,Xag,Carregadas_progressivas,Passes_progressivos,Passes_progressivos_recebidos
Riccardo Pagano,it ITA,"LT,ZG",Roma,18,4,0,0,0,0,0,0,0,0.1,0.0,1,3,2
Christos Papadopoulos,gr GRE,AT,Genoa,18,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Leandro Paredes,ar ARG,LT,Roma,29,34,32,3,5,3,3,15,1,3.3,2.3,36,214,19
Fabiano Parisi,it ITA,ZG,Fiorentina,22,21,16,0,1,0,0,4,0,0.9,2.4,50,78,64
Mario Pašalić,hr CRO,LT,Atalanta,28,34,23,6,6,2,2,3,0,7.1,4.1,48,129,74
Triantafyllos Pasaridīs,gr GRE,ZG,Salernitana,27,8,5,0,0,0,0,3,0,0.0,0.0,1,17,0
Patric,es ESP,ZG,Lazio,30,20,19,2,0,0,0,4,0,1.4,0.2,3,72,12
Rui Patrício,pt POR,G,Roma,35,23,23,0,0,0,0,1,0,0.0,0.0,0,0,0
Benjamin Pavard,fr FRA,ZG,Inter,27,23,21,0,2,0,0,6,0,0.7,1.4,25,89,47
Leonardo Pavoletti,it ITA,AT,Cagliari,34,19,5,4,1,0,0,4,0,2.6,0.3,1,16,40
Martín Payero,ar ARG,LT,Udinese,24,29,21,2,2,0,0,6,1,1.5,1.1,47,71,64
Marcus Pedersen,no NOR,ZG,Sassuolo,23,28,16,0,2,0,0,4,0,0.1,1.1,43,31,90
Pedro,es ESP,"AT,LT",Lazio,36,33,5,1,1,0,0,4,0,1.5,2.1,31,33,81
Pietro Pellegri,it ITA,AT,Torino,22,24,7,1,1,0,0,3,0,1.0,0.3,14,8,52
Lorenzo Pellegrini,it ITA,LT,Roma,27,29,20,8,3,1,1,7,0,4.8,2.4,43,94,97
Luca Pellegrini,it ITA,ZG,Lazio,24,19,8,1,0,0,0,7,1,0.2,0.3,18,46,30
Marco Pellegrino,,ZG,Salernitana,,10,5,0,0,0,0,1,0,0.0,0.0,0,7,1
Marco Pellegrino,,ZG,Milan,,1,0,0,0,0,0,0,0,0.0,0.0,1,3,0
Pepín,gq EQG,"LT,AT",Monza,26,10,2,0,0,0,0,2,0,0.2,0.1,1,13,12
Pedro Pereira,pt POR,ZG,Monza,25,23,9,0,2,0,0,3,0,0.2,1.2,20,43,69
Roberto Pereyra,ar ARG,"AT,LT",Udinese,32,27,22,4,3,1,1,6,0,3.5,1.9,39,70,82
Nehuén Pérez,ar ARG,ZG,Udinese,23,36,36,0,0,0,0,9,1,1.3,0.2,28,119,24
Simone Perilli,it ITA,G,Hellas Verona,28,1,1,0,0,0,0,0,0,0.0,0.0,0,0,0
Mattia Perin,it ITA,G,Juventus,30,3,3,0,0,0,0,0,0,0.0,0.0,0,0,0
Samuele Perisan,it ITA,G,Empoli,25,1,1,0,0,0,0,0,0,0.0,0.0,0,0,0
Matteo Pessina,it ITA,LT,Monza,26,37,37,6,3,4,5,5,1,6.3,1.1,69,190,53
Andrea Petagna,it ITA,AT,Cagliari,28,18,13,1,1,0,0,2,0,1.6,1.0,11,14,56
Giuseppe Pezzella,it ITA,ZG,Empoli,25,19,14,0,0,0,0,4,0,0.2,0.5,44,44,36
Roberto Piccoli,it ITA,AT,Empoli,22,2,0,0,0,0,0,0,0,0.1,0.0,0,1,0
Roberto Piccoli,it ITA,AT,Lecce,22,35,12,5,0,1,1,5,0,6.4,0.9,25,19,72
Santiago Pierotti,ar ARG,"LT,AT",Lecce,22,11,0,0,2,0,0,0,0,0.5,1.0,4,5,20
Niccolò Pierozzi,it ITA,ZG,Salernitana,21,12,11,1,0,0,0,6,0,0.2,0.0,3,16,20
Andrea Pinamonti,it ITA,AT,Sassuolo,24,38,37,11,1,2,3,4,0,8.9,1.9,17,45,165
Carlo Pinsoglio,it ITA,G,Juventus,33,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Lorenzo Pirola,it ITA,ZG,Salernitana,21,27,24,1,0,0,0,4,0,0.9,0.0,13,57,7
Niccolò Pisilli,it ITA,LT,Roma,18,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1
Tommaso Pobega,it ITA,LT,Milan,24,11,3,0,0,0,0,0,0,0.2,0.2,6,11,10
Paul Pogba,fr FRA,LT,Juventus,30,2,0,0,0,0,0,0,0,0.0,0.0,1,5,5
Matteo Politano,it ITA,AT,Napoli,29,37,31,8,7,2,3,2,1,7.1,6.6,113,164,216
Marin Pongračić,hr CRO,ZG,Lecce,25,36,36,0,0,0,0,10,1,1.2,0.4,45,134,7
Stefan Posch,at AUT,ZG,Bologna,26,31,29,1,2,0,0,7,0,1.2,2.1,44,123,64
Matteo Prati,it ITA,LT,Cagliari,19,26,19,1,1,0,0,4,0,2.0,0.8,8,66,17
Ivan Provedel,it ITA,G,Lazio,29,30,30,0,0,0,0,0,0,0.0,0.0,0,3,0
Christian Pulisic,us USA,"AT,LT",Milan,24,36,32,12,8,0,0,2,0,8.0,4.8,131,87,293
George Pușcaș,ro ROU,AT,Genoa,27,8,1,0,0,0,0,0,0,2.1,0.1,5,3,17
Domingos Quina,pt POR,LT,Udinese,23,2,0,0,0,0,0,0,0,0.0,0.0,0,1,0
Adrien Rabiot,fr FRA,LT,Juventus,28,31,30,5,3,0,0,8,0,3.5,4.1,72,120,106
Uroš Račić,rs SRB,LT,Sassuolo,25,22,8,1,1,0,0,1,0,0.8,0.3,5,37,11
Nemanja Radonjić,rs SRB,"LT,AT",Torino,27,10,4,3,0,0,0,1,0,1.7,0.2,11,7,24
Boris Radunović,rs SRB,G,Cagliari,27,7,7,0,0,0,0,0,0,0.0,0.0,0,0,0
Hamza Rafia,tn TUN,LT,Lecce,24,28,17,1,0,0,0,4,0,0.8,0.8,15,46,37
Ylber Ramadani,al ALB,LT,Lecce,27,34,34,1,0,0,0,13,0,1.0,0.5,36,121,14
Luca Ranieri,it ITA,ZG,Fiorentina,24,26,23,2,1,0,0,14,0,0.9,0.4,17,99,5
Filippo Ranocchia,it ITA,"LT,ZG",Empoli,22,9,5,0,0,0,0,3,0,0.2,0.5,5,21,11
Giacomo Raspadori,it ITA,"AT,LT",Napoli,23,37,14,5,3,0,1,0,0,5.9,4.0,29,54,139
Federico Ravaglia,it ITA,G,Bologna,23,6,6,0,0,0,0,0,0,0.0,0.0,0,0,0
Tijjani Reijnders,nl NED,LT,Milan,25,36,33,3,3,0,0,8,0,3.2,3.7,88,204,90
Reinier,br BRA,"LT,AT",Frosinone,21,22,13,2,2,0,0,3,0,1.3,1.9,10,32,42
Mateo Retegui,it ITA,AT,Genoa,24,29,26,7,2,1,1,5,0,5.8,0.7,18,17,112
Samuele Ricci,it ITA,LT,Torino,21,32,28,1,2,0,0,8,1,1.3,2.3,47,122,73
Ricardo Rodríguez,ch SUI,ZG,Torino,30,35,34,1,2,0,0,4,0,0.3,1.4,61,127,40
Alessio Romagnoli,it ITA,ZG,Lazio,28,29,26,0,0,0,0,9,0,0.6,0.6,7,87,2
Simone Romagnoli,it ITA,ZG,Frosinone,33,33,30,1,1,0,0,6,0,1.2,0.4,2,47,2
Luka Romero,ar ARG,"AT,LT",Milan,18,4,0,0,0,0,0,1,0,0.1,0.0,4,3,7
Marten de Roon,nl NED,"LT,ZG",Atalanta,32,30,29,0,5,0,0,10,0,0.6,1.2,28,178,22
Francesco Rossi,it ITA,G,Atalanta,32,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Nicolò Rovella,it ITA,LT,Lazio,21,23,16,0,2,0,0,6,0,0.6,0.5,21,56,11
Amir Rrahmani,xk KVX,ZG,Napoli,29,30,30,3,0,0,0,5,0,2.2,0.9,19,113,4
Ruan,br BRA,ZG,Sassuolo,24,26,16,0,0,0,0,7,1,0.5,0.6,8,33,6
Daniele Rugani,it ITA,ZG,Juventus,29,17,13,2,0,0,0,2,0,1.6,0.4,2,46,2
Matteo Ruggeri,it ITA,ZG,Atalanta,21,34,28,0,4,0,0,3,0,0.5,1.8,55,142,132
Mário Rui,pt POR,ZG,Napoli,32,21,14,0,2,0,0,7,1,0.1,1.9,33,90,59
Stefano Sabelli,it ITA,ZG,Genoa,30,32,30,0,1,0,0,5,0,0.8,1.9,69,88,101
Alexis Saelemaekers,be BEL,"AT,LT",Bologna,24,30,21,4,2,0,0,7,1,2.6,2.8,65,77,180
Lazar Samardzic,rs SRB,LT,Udinese,21,34,28,6,2,1,1,3,0,3.5,5.5,65,83,91
Junior Sambia,fr FRA,"ZG,LT",Salernitana,26,18,10,1,2,0,0,4,0,0.5,0.9,23,41,37
Antonio Sanabria,py PAR,"AT,LT",Torino,27,35,23,5,0,2,2,2,0,9.3,1.4,19,57,109
Renato Sanches,pt POR,LT,Roma,25,7,1,1,0,0,0,2,0,0.1,0.2,5,10,5
Alexis Sánchez,cl CHI,"AT,LT",Inter,34,23,6,2,5,1,1,0,0,3.2,3.1,16,53,58
Alex Sandro,br BRA,ZG,Juventus,32,16,8,1,0,0,0,1,0,0.4,0.9,16,43,9
Nicola Sansone,it ITA,"AT,LT",Lecce,31,25,4,2,2,0,0,4,0,2.8,1.3,15,36,75
Riccardo Saponara,it ITA,"AT,LT",Hellas Verona,31,12,3,0,0,0,0,0,0,0.1,0.2,12,14,32
Zanos Savva,cy CYP,"ZG,LT",Torino,17,2,0,1,0,0,0,0,0,0.2,0.0,0,1,1
Saba Sazonov,ge GEO,ZG,Torino,21,12,2,0,0,0,0,2,0,0.2,0.0,0,8,0
Giorgio Scalvini,it ITA,ZG,Atalanta,19,33,31,1,3,0,0,3,0,1.4,1.1,30,116,33
Gianluca Scamacca,it ITA,AT,Atalanta,24,29,17,12,6,0,0,1,0,6.5,3.9,22,41,167
Perr Schuurs,nl NED,ZG,Torino,23,9,9,1,0,0,0,2,0,0.7,0.0,9,19,4
Simone Scuffet,it ITA,G,Cagliari,27,31,31,0,0,0,0,3,0,0.0,0.0,0,1,0
Demba Seck,sn SEN,LT,Torino,22,9,5,0,0,0,0,1,0,0.3,0.1,23,12,25
Demba Seck,sn SEN,"AT,LT",Frosinone,22,11,3,0,0,0,0,0,0,1.1,0.3,11,9,23
Nikola Sekulov,it ITA,AT,Juventus,21,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1
Vivaldo Semedo,pt POR,AT,Udinese,18,1,0,0,0,0,0,0,0,0.0,0.0,1,0,0
Stefano Sensi,it ITA,LT,Inter,27,4,0,0,1,0,0,0,0,0.1,0.1,3,3,4
Suat Serdar,de GER,LT,Hellas Verona,26,25,19,0,2,0,0,7,0,1.0,1.4,20,68,36
Andres Sfait,ro ROU,"ZG,LT",Salernitana,18,2,0,0,0,0,0,0,0,0.0,0.1,1,1,2
Stephan El Shaarawy,it ITA,"AT,ZG",Roma,30,33,19,3,4,0,0,2,0,2.5,2.3,46,44,131
Eldor Shomurodov,uz UZB,"AT,LT",Cagliari,28,22,10,3,3,0,0,1,0,3.5,1.7,12,18,52
Steven Shpendi,al ALB,"AT,LT",Empoli,20,12,4,0,1,0,0,0,0,0.4,0.5,3,6,32
Marco Silvestri,it ITA,G,Udinese,32,17,17,0,0,0,0,0,0,0.0,0.0,0,0,0
Giovanni Simeone,ar ARG,AT,Napoli,28,28,8,1,0,0,0,3,0,3.4,0.6,11,13,76
Jan-Carlo Simic,rs SRB,ZG,Milan,18,4,0,1,0,0,0,0,0,0.6,0.0,0,6,0
Leo Skiri Østigård,no NOR,ZG,Napoli,23,25,18,1,0,0,0,3,0,0.6,0.1,13,76,3
Łukasz Skorupski,pl POL,G,Bologna,32,32,32,0,0,0,0,2,0,0.0,0.0,0,1,0
Chris Smalling,eng ENG,ZG,Roma,33,8,4,0,0,0,0,0,0,0.0,0.4,1,13,2
Andrea Sodero,it ITA,LT,Empoli,18,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1
Ola Solbakken,no NOR,AT,Roma,24,1,0,0,0,0,0,0,0,0.0,0.0,1,0,4
Daniele Sommariva,it ITA,G,Genoa,26,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Yann Sommer,ch SUI,G,Inter,34,34,34,0,0,0,0,1,0,0.0,0.0,0,0,0
Brandon Soppy,fr FRA,ZG,Torino,21,5,2,0,0,0,0,0,0,0.0,0.1,9,6,3
Alessandro Sorrentino,it ITA,G,Monza,21,7,5,0,0,0,0,0,0,0.0,0.0,0,0,0
Riccardo Sottil,it ITA,AT,Fiorentina,24,22,13,2,3,0,0,1,0,2.6,2.5,66,33,139
Matìas Soulé,ar ARG,"AT,LT",Frosinone,20,36,36,11,3,5,6,4,0,10.5,6.6,115,198,211
Djed Spence,eng ENG,ZG,Genoa,22,16,8,0,0,0,0,1,0,0.2,0.3,17,25,31
Leonardo Spinazzola,it ITA,ZG,Roma,30,24,15,1,2,0,0,0,0,0.2,3.0,108,52,74
Marco Sportiello,it ITA,G,Milan,31,7,7,0,0,0,0,0,0,0.0,0.0,0,0,0
Trivante Stewart,jm JAM,"AT,LT",Salernitana,23,4,0,0,0,0,0,0,0,0.1,0.1,2,0,6
Gabriel Strefezza,br BRA,AT,Lecce,26,19,13,1,0,1,1,4,0,2.5,1.2,34,54,81
Kevin Strootman,nl NED,LT,Genoa,33,27,15,0,2,0,0,4,0,0.1,1.3,13,61,22
Isaac Success,ng NGA,"AT,LT",Udinese,27,27,9,1,1,0,1,4,0,2.7,1.1,15,17,51
Ibrahim Sulemana,gh GHA,LT,Cagliari,20,21,16,2,0,0,0,4,0,0.8,0.1,15,27,14
Tomáš Suslov,sk SVK,"LT,AT",Hellas Verona,21,32,23,3,5,1,1,7,0,3.5,3.6,46,64,74
Mile Svilar,rs SRB,G,Roma,23,15,15,0,0,0,0,1,0,0.0,0.0,0,0,0
Karol Świderski,pl POL,"AT,LT",Hellas Verona,26,15,3,2,0,0,0,0,0,1.7,0.4,3,13,19
Wojciech Szczęsny,pl POL,G,Juventus,33,35,35,0,0,0,0,1,0,0.0,0.0,0,0,0
Przemysław Szymiński,pl POL,LT,Frosinone,29,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Adrien Tameze,cm CMR,"ZG,LT",Torino,29,29,25,0,2,0,0,6,1,0.7,2.2,22,90,39
Elayis Tavsan,nl NED,"LT,AT",Hellas Verona,22,3,0,0,0,0,0,0,0,0.1,0.0,2,2,1
Loum Tchaouna,fr FRA,"AT,LT",Salernitana,19,33,23,4,3,0,0,4,0,2.6,1.5,72,59,151
Jackson Tchatchoua,cm CMR,ZG,Hellas Verona,21,26,19,0,2,0,0,2,0,0.0,1.3,34,53,66
Filippo Terracciano,it ITA,ZG,Hellas Verona,20,18,14,0,1,0,0,1,0,0.3,1.0,26,51,28
Filippo Terracciano,it ITA,"ZG,AT",Milan,20,3,1,0,0,0,0,1,0,0.0,0.0,0,1,1
Pietro Terracciano,it ITA,G,Fiorentina,33,33,33,0,0,0,0,3,0,0.0,0.2,0,0,0
Florian Thauvin,fr FRA,AT,Udinese,30,29,19,5,3,1,1,4,0,4.7,4.2,71,69,97
Malick Thiaw,de GER,ZG,Milan,21,21,19,0,1,0,0,5,1,0.6,0.1,15,70,1
Morten Thorsby,no NOR,LT,Genoa,27,24,9,2,2,0,0,2,0,1.8,1.4,6,28,39
Kristian Thorstvedt,no NOR,LT,Sassuolo,24,34,30,6,1,0,0,7,0,4.4,1.6,30,130,94
Marcus Thuram,fr FRA,AT,Inter,25,35,34,13,7,0,0,3,0,14.3,3.7,68,47,192
Antonio Tikvić,hr CRO,ZG,Udinese,19,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Jeremy Toljan,de GER,ZG,Sassuolo,28,25,24,0,5,0,0,1,0,0.6,1.6,35,79,85
Rafael Tolói,it ITA,ZG,Atalanta,32,18,10,0,0,0,0,6,1,0.1,0.1,8,53,10
Fikayo Tomori,eng ENG,ZG,Milan,25,26,24,4,0,0,0,8,1,3.7,0.2,16,63,2
Ahmed Touba,dz ALG,ZG,Lecce,25,6,3,0,0,0,0,1,0,0.0,0.0,0,2,1
Chaka Traorè,ci CIV,AT,Milan,18,2,0,1,0,0,0,0,0,0.1,0.0,2,0,2
Stefano Turati,it ITA,G,Frosinone,21,31,31,0,0,0,0,0,0,0.0,0.0,0,0,0
Kacper Urbanski,pl POL,"LT,AT",Bologna,18,22,9,0,1,0,0,2,0,1.1,0.8,25,31,78
Emanuele Valeri,it ITA,ZG,Frosinone,24,16,14,0,1,0,0,3,0,0.9,2.4,38,41,61
Johan Vásquez,mx MEX,ZG,Genoa,24,37,32,1,1,0,0,6,0,1.9,0.8,29,81,61
Matías Vecino,uy URU,LT,Lazio,31,31,8,6,1,0,0,8,0,3.7,0.4,16,74,43
Lorenzo Venuti,it ITA,ZG,Lecce,28,14,3,0,0,0,0,1,0,0.1,0.3,7,16,15
Simone Verdi,it ITA,AT,Torino,31,1,0,0,0,0,0,0,0,0.0,0.1,0,0,0
Emanuel Vignato,it ITA,"LT,AT",Salernitana,22,9,3,0,1,0,0,1,0,0.0,0.3,5,11,14
Samuele Vignato,it ITA,"LT,AT",Monza,19,10,3,1,0,0,0,2,0,1.7,0.2,13,13,20
Matías Viña,uy URU,ZG,Sassuolo,25,15,13,0,3,0,0,1,0,0.3,1.4,24,46,37
Rúben Vinagre,pt POR,"ZG,AT",Hellas Verona,24,12,2,0,0,0,0,0,0,0.0,0.3,6,8,13
Nicolas Viola,it ITA,"LT,AT",Cagliari,33,26,11,5,2,0,1,3,0,3.4,3.9,22,57,68
Mattia Viti,it ITA,ZG,Sassuolo,21,15,12,1,0,0,0,0,0,1.0,0.0,2,36,13
Vitinha,pt POR,"AT,LT",Genoa,23,9,2,2,0,0,0,2,0,1.1,0.1,10,4,21
Dušan Vlahović,rs SRB,AT,Juventus,23,33,27,16,4,2,4,8,1,16.6,2.3,36,46,174
Nikola Vlašić,hr CRO,"LT,AT",Torino,25,33,30,3,2,0,0,3,0,2.4,2.9,67,150,174
Alessandro Vogliacco,it ITA,ZG,Genoa,24,20,14,0,1,0,0,4,0,0.4,0.5,8,49,12
Mërgim Vojvoda,xk KVX,ZG,Torino,28,28,15,0,3,0,0,3,0,0.4,1.4,30,91,72
Cristian Volpato,it ITA,"LT,AT",Sassuolo,19,22,5,1,0,0,0,1,0,0.5,1.4,34,53,49
Stefan de Vrij,nl NED,ZG,Inter,31,25,17,1,0,0,0,0,0,0.6,0.3,6,43,2
Walace,br BRA,LT,Udinese,28,37,37,2,0,0,0,7,0,0.8,1.1,37,127,22
Sebastian Walukiewicz,pl POL,ZG,Empoli,23,27,23,0,0,0,0,6,0,0.1,0.1,14,45,5
Timothy Weah,us USA,"ZG,AT",Juventus,23,30,12,0,1,0,0,5,0,1.5,1.1,35,48,84
Shon Weissman,il ISR,"AT,ZG",Salernitana,27,11,5,1,0,0,0,0,0,1.0,0.1,0,4,22
Mateusz Wieteska,pl POL,ZG,Cagliari,26,19,10,0,1,0,0,5,1,0.3,0.6,16,33,1
Kenan Yıldız,tr TUR,"AT,ZG",Juventus,18,27,9,2,0,0,0,3,0,1.6,1.1,32,40,73
Mattia Zaccagni,it ITA,"AT,LT",Lazio,28,28,24,6,1,0,0,8,0,4.7,2.9,88,55,209
Nicola Zalewski,pl POL,"ZG,AT",Roma,21,22,10,0,1,0,0,3,1,0.8,1.6,54,33,62
Andre-Frank Zambo Anguissa,cm CMR,LT,Napoli,27,34,32,0,2,0,0,2,0,3.4,3.0,43,163,139
Alessandro Zanoli,it ITA,ZG,Salernitana,22,17,10,0,2,0,0,3,0,0.2,1.8,27,28,45
Alessandro Zanoli,it ITA,"ZG,AT",Napoli,22,4,0,0,0,0,0,1,0,0.0,0.0,2,4,3
Duván Zapata,co COL,AT,Torino,32,35,34,12,4,0,0,2,0,10.9,3.0,74,52,242
Duván Zapata,co COL,AT,Atalanta,32,2,2,1,0,0,0,0,0,0.4,0.1,3,3,13
Gabriele Zappa,it ITA,ZG,Cagliari,23,38,25,1,3,0,0,2,0,1.5,3.3,35,99,84
Davide Zappacosta,it ITA,ZG,Atalanta,31,31,23,2,1,0,0,5,0,2.2,1.4,67,78,132
Oier Zarraga,es ESP,LT,Udinese,24,15,4,2,0,0,0,0,0,0.6,0.0,5,8,10
Jordan Zemura,zw ZIM,ZG,Udinese,23,27,10,1,0,0,0,1,0,0.8,0.4,23,32,52
Alessio Zerbin,it ITA,"ZG,AT",Monza,24,13,7,0,1,0,0,2,1,0.4,0.8,17,20,46
Alessio Zerbin,it ITA,"AT,ZG",Napoli,24,7,1,0,0,0,0,0,0,0.2,0.6,6,3,18
Kevin Zeroli,it ITA,LT,Milan,18,3,0,0,0,0,0,0,0,0.0,0.0,0,1,2
Piotr Zieliński,pl POL,LT,Napoli,29,28,23,3,2,1,1,1,0,2.6,3.4,38,131,88
David Zima,cz CZE,ZG,Torino,22,5,0,0,0,0,0,0,0,0.0,0.0,1,1,0
Joshua Zirkzee,nl NED,AT,Bologna,22,34,32,11,4,2,2,8,0,9.0,5.2,53,86,182
Nadir Zortea,it ITA,ZG,Frosinone,24,14,14,1,5,0,0,3,0,0.4,2.8,31,42,71
Nadir Zortea,it ITA,ZG,Atalanta,24,5,0,1,0,0,0,1,0,0.1,0.3,7,10,22
Szymon Żurkowski,pl POL,LT,Empoli,25,13,10,4,0,0,0,4,0,1.0,0.1,17,20,37
Milan Đurić,ba BIH,AT,Hellas Verona,33,20,13,5,1,1,3,2,0,4.5,1.2,3,15,33
Milan Đurić,ba BIH,AT,Monza,33,17,13,4,1,0,0,2,0,3.0,0.7,2,8,31
Mateusz Łęgowski,pl POL,LT,Salernitana,20,29,10,0,0,0,0,3,0,0.2,0.2,16,37,17
