Jogador,Nacao,Posicao,Equipe,Idade,Jogos_disputados,Jogos_iniciados,Gols,Assistencias,Penaltis_batidos,Penaltis_convertidos,Amarelos,Vermelhos,Xg,Xag,Carregadas_progressivas,Passes_progressivos,Passes_progressivos_recebidos
Tammy Abraham,eng ENG,AT,Roma,25,8,2,1,0,0,0,1,0,0.6,0.1,6,4,15
Francesco Acerbi,it ITA,ZG,Inter,35,29,26,3,1,0,0,1,0,1.6,1.8,21,87,24
Yacine Adli,fr FRA,LT,Milan,23,24,17,1,2,0,0,3,0,0.3,2.2,30,125,26
Michel Aebischer,ch SUI,LT,Bologna,26,36,26,0,1,0,0,8,0,1.1,1.5,26,125,55
Lucien Agoume,fr FRA,LT,Inter,21,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Marley Aké,fr FRA,AT,Udinese,22,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Ebenezer Akinsanmiro,ng NGA,LT,Inter,18,1,0,0,0,0,0,0,0,0.0,0.0,0,2,0
Jean-Daniel Akpa-Akpro,ci CIV,LT,Monza,30,19,8,0,0,0,0,5,0,0.5,0.1,11,10,12
David Akpan Ankeye,ng NGA,AT,Genoa,21,6,0,0,0,0,0,0,0,0.0,0.0,3,1,2
Luis Alberto,es ESP,LT,Lazio,30,33,29,5,7,0,0,7,0,4.7,4.7,83,212,124
Carlos Alcaraz,ar ARG,LT,Juventus,20,10,3,0,1,0,0,0,0,0.4,0.1,6,27,9
Pontus Almqvist,se SWE,"AT,LT",Lecce,24,30,25,2,1,0,0,5,0,2.3,2.7,72,32,137
Lorenzo Amatucci,it ITA,LT,Fiorentina,19,2,0,0,0,0,0,0,0,0.0,0.0,1,2,1
Bruno Amione,ar ARG,ZG,Hellas Verona,21,10,7,0,0,0,0,2,0,0.3,0.0,2,17,2
Felipe Anderson,br BRA,"AT,LT",Lazio,30,38,33,5,6,0,0,3,0,4.4,6.3,108,126,226
Angeliño,es ESP,ZG,Roma,26,16,14,0,1,0,0,2,0,0.2,1.6,12,40,55
Houssem Aouar,dz ALG,"LT,AT",Roma,25,16,9,4,0,0,0,3,0,2.3,0.5,17,26,59
Simone Aresti,it ITA,G,Cagliari,37,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Marko Arnautović,at AUT,AT,Inter,34,27,5,5,3,0,0,0,0,5.0,2.6,12,20,77
Kristjan Asllani,al ALB,LT,Inter,21,23,6,1,2,0,0,1,0,0.6,1.1,5,32,8
Emil Audero,it ITA,G,Inter,26,4,4,0,0,0,0,0,0,0.0,0.0,0,0,0
Tommaso Augello,it ITA,ZG,Cagliari,28,32,28,1,1,0,0,5,0,0.5,2.0,62,96,99
Carlos Augusto,br BRA,ZG,Inter,24,37,14,0,3,0,0,1,0,1.0,2.8,42,54,88
Yann Aurel Bisseck,de GER,ZG,Inter,22,16,9,2,0,0,0,0,0,0.9,0.5,24,30,20
Sardar Azmoun,ir IRN,"AT,LT",Roma,28,23,3,3,0,0,0,4,0,2.9,1.4,5,14,35
Paulo Azzi,br BRA,"ZG,LT",Cagliari,29,25,9,0,0,0,0,1,0,1.2,0.7,47,35,42
Oussama El Azzouzi,ma MAR,LT,Bologna,22,18,5,2,2,0,0,4,0,0.5,0.6,4,19,8
Milan Badelj,hr CRO,LT,Genoa,34,33,32,1,3,0,0,6,0,1.4,1.1,18,151,36
Jaime Báez,uy URU,"AT,LT",Frosinone,28,11,6,1,0,0,0,1,0,0.5,0.5,12,29,39
Nicola Bagnolini,it ITA,G,Bologna,19,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Nedim Bajrami,al ALB,"LT,AT",Sassuolo,24,28,15,2,2,0,0,0,0,2.5,2.2,51,49,70
Mitchel Bakker,nl NED,ZG,Atalanta,23,14,3,1,0,0,0,1,0,0.2,0.1,12,10,20
Tommaso Baldanzi,it ITA,"LT,AT",Empoli,20,14,8,2,0,0,0,1,0,2.1,1.0,20,30,40
Tommaso Baldanzi,it ITA,"AT,LT",Roma,20,13,6,0,0,0,0,2,0,0.9,0.7,18,14,54
Lameck Banda,zm ZAM,AT,Lecce,22,21,17,2,4,0,0,5,1,3.6,1.9,70,22,136
Daniel Bandeira,pt POR,LT,Hellas Verona,23,14,3,0,0,0,0,2,0,0.1,0.2,9,34,8
Mattia Bani,it ITA,ZG,Genoa,29,27,27,2,0,0,0,9,0,1.2,0.1,5,37,4
Antonín Barák,cz CZE,"LT,AT",Fiorentina,28,21,8,2,3,0,0,2,0,1.5,2.2,17,33,64
Nicolò Barella,it ITA,LT,Inter,26,37,34,2,3,0,0,7,0,5.1,3.4,68,278,144
Enzo Barrenechea,ar ARG,LT,Frosinone,22,36,32,0,1,0,0,10,0,0.6,1.7,10,155,24
Davide Bartesaghi,it ITA,"ZG,LT",Milan,17,6,0,0,0,0,0,0,0,0.0,0.0,1,3,4
Federico Baschirotto,it ITA,ZG,Lecce,26,37,37,0,1,0,0,3,1,1.7,0.7,28,96,3
Toma Bašić,hr CRO,LT,Salernitana,26,15,14,0,0,0,0,5,0,0.6,0.5,11,53,16
Alessandro Bastoni,it ITA,ZG,Inter,24,28,28,1,3,0,0,5,0,1.2,3.4,63,142,77
Simone Bastoni,it ITA,"LT,ZG",Empoli,26,16,9,1,0,0,0,3,0,0.4,0.5,12,31,26
Reda Belahyane,fr FRA,LT,Hellas Verona,19,2,1,0,0,0,0,0,0,0.0,0.0,1,4,2
Raoul Bellanova,it ITA,ZG,Torino,23,37,36,1,7,0,0,5,0,2.0,5.0,141,98,202
Andrea Belotti,it ITA,AT,Fiorentina,29,15,11,3,0,0,0,0,0,3.7,0.7,10,15,60
Andrea Belotti,it ITA,AT,Roma,29,14,6,3,2,0,0,1,0,2.4,1.2,15,8,49
Lucas Beltrán,ar ARG,"AT,LT",Fiorentina,22,32,21,6,2,1,1,6,0,3.8,1.5,12,49,113
Ismaël Bennacer,dz ALG,LT,Milan,25,20,13,2,2,1,1,2,0,1.7,2.5,24,68,33
Domenico Berardi,it ITA,AT,Sassuolo,28,17,17,9,3,5,5,6,0,6.5,3.0,38,83,123
Bartosz Bereszyński,pl POL,ZG,Empoli,31,24,22,0,1,0,0,3,0,0.1,0.3,15,69,18
Etrit Berisha,al ALB,G,Empoli,34,14,14,0,0,0,0,0,0,0.0,0.0,0,0,0
Medon Berisha,al ALB,"AT,LT",Lecce,19,6,2,0,0,0,0,0,0,0.2,0.2,3,7,3
Victor Bernth Kristiansen,dk DEN,ZG,Bologna,20,32,26,0,3,0,0,4,0,0.3,2.4,23,123,74
Beto,gw GNB,AT,Udinese,25,1,1,0,0,0,0,0,0,0.0,0.3,0,2,5
Davide Bettella,it ITA,LT,Monza,23,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Sam Beukema,nl NED,ZG,Bologna,24,30,29,1,1,0,0,6,1,1.9,0.8,14,76,5
Jaka Bijol,si SVN,ZG,Udinese,24,24,23,0,0,0,0,4,0,1.9,0.2,5,42,1
El Bilal Touré,ml MLI,AT,Atalanta,21,11,3,2,0,0,0,2,0,1.2,0.8,16,11,39
Cristiano Biraghi,it ITA,ZG,Fiorentina,30,29,27,2,5,0,1,8,0,1.6,3.6,55,129,109
Davide Biraschi,it ITA,ZG,Genoa,29,1,1,1,0,0,0,0,0,0.1,0.0,0,5,4
Samuele Birindelli,it ITA,ZG,Monza,24,35,22,0,2,0,0,7,0,1.1,2.9,63,70,122
Alexis Blin,fr FRA,LT,Lecce,26,31,16,0,2,0,0,4,0,1.1,0.7,7,60,11
Jérôme Boateng,de GER,ZG,Salernitana,34,7,4,0,0,0,0,0,0,0.0,0.1,0,9,1
Emil Bohinen,no NOR,LT,Genoa,24,5,0,0,0,0,0,0,0,0.0,0.1,1,3,1
Emil Bohinen,no NOR,LT,Salernitana,24,12,7,0,0,0,0,1,0,0.1,0.2,7,26,10
Daniel Boloca,ro ROU,LT,Sassuolo,24,30,23,1,0,0,0,6,1,0.5,0.4,27,109,17
Giacomo Bonaventura,it ITA,LT,Fiorentina,33,31,27,8,3,0,1,6,0,5.7,3.6,60,140,107
Federico Bonazzoli,it ITA,"AT,LT",Hellas Verona,26,24,10,3,1,0,0,2,0,2.9,1.1,13,26,73
Warren Bondo,fr FRA,LT,Monza,19,25,14,1,1,0,0,9,0,0.9,0.3,31,43,13
Giovanni Bonfanti,it ITA,ZG,Atalanta,20,2,1,0,0,0,0,0,0,0.1,0.0,0,1,2
Kevin Bonifazi,it ITA,ZG,Bologna,27,1,1,0,0,0,0,0,0,0.0,0.0,0,1,1
Kevin Bonifazi,it ITA,ZG,Frosinone,27,6,3,0,0,0,0,0,0,0.0,0.1,2,7,1
Gennaro Borrelli,it ITA,AT,Frosinone,23,1,0,0,0,0,0,0,0,0.0,0.0,1,0,1
Erik Botheim,no NOR,"AT,LT",Salernitana,23,7,4,0,0,0,0,1,0,0.1,0.0,3,5,9
Mehdi Bourabia,ma MAR,LT,Frosinone,31,10,3,0,0,0,0,1,0,0.1,0.0,1,7,8
Edoardo Bove,it ITA,LT,Roma,21,31,18,0,2,0,0,2,0,2.0,0.7,21,88,47
Domagoj Bradarić,hr CRO,ZG,Salernitana,23,34,30,0,3,0,0,5,0,0.8,1.8,57,76,120
Josip Brekalo,hr CRO,AT,Fiorentina,25,11,8,1,0,0,0,0,0,0.4,0.3,14,25,69
Gleison Bremer,br BRA,ZG,Juventus,26,36,36,3,0,0,0,9,0,1.4,0.4,7,120,4
Brenner,br BRA,"LT,AT",Udinese,23,8,2,0,0,0,0,0,0,0.4,0.0,6,8,10
Marco Brescianini,it ITA,LT,Frosinone,23,36,24,4,2,0,0,1,0,2.3,1.6,46,70,100
Dylan Bronn,tn TUN,"ZG,LT",Salernitana,28,4,0,0,0,0,0,0,0,0.0,0.0,1,1,0
Tajon Buchanan,ca CAN,ZG,Inter,24,10,0,1,0,0,0,0,0,0.2,0.3,12,4,22
Alessandro Buongiorno,it ITA,ZG,Torino,24,29,29,3,0,0,0,7,0,1.6,0.1,14,62,10
Rareș-Cătălin Burnete,ro ROU,AT,Lecce,19,1,0,0,1,0,0,0,0,0.0,0.1,0,0,2
Jovane Cabral,cv CPV,"LT,AT",Salernitana,25,12,8,1,0,0,0,1,0,1.2,0.4,22,40,39
Liberato Cacace,nz NZL,ZG,Empoli,22,31,18,0,1,0,0,6,0,0.4,1.7,34,84,55
Jens Cajuste,se SWE,LT,Napoli,23,26,11,0,2,0,0,7,0,1.5,1.1,19,37,53
Davide Calabria,it ITA,ZG,Milan,26,29,26,1,3,0,0,5,2,1.3,1.2,31,140,66
Riccardo Calafiori,it ITA,ZG,Bologna,21,30,26,2,5,0,0,4,0,1.4,1.2,28,96,23
Mattia Caldara,it ITA,ZG,Milan,29,1,0,0,0,0,0,0,0,0.2,0.0,0,2,0
Luca Caldirola,it ITA,ZG,Monza,32,29,23,1,1,0,0,7,1,0.5,0.6,10,56,9
Hakan Çalhanoğlu,tr TUR,LT,Inter,29,32,32,13,3,10,10,5,0,10.1,4.7,45,186,34
Francesco Camarda,it ITA,AT,Milan,15,2,0,0,0,0,0,0,0,0.0,0.0,0,0,1
Nicolò Cambiaghi,it ITA,"AT,LT",Empoli,22,37,29,1,1,0,0,3,0,3.9,2.8,128,63,197
Andrea Cambiaso,it ITA,"ZG,AT",Juventus,23,34,28,2,3,0,0,10,0,2.2,3.9,87,71,172
Matteo Cancellieri,it ITA,"AT,LT",Empoli,21,36,18,4,3,0,0,7,0,4.7,2.9,48,26,138
Antonio Candreva,it ITA,"LT,AT",Salernitana,36,34,32,6,6,1,1,5,0,4.9,5.0,67,149,182
Luigi Canotto,it ITA,AT,Frosinone,29,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1
Gianluca Caprari,it ITA,"LT,AT",Monza,30,6,4,0,0,0,0,0,0,0.7,0.7,11,15,16
Elia Caprile,it ITA,G,Empoli,21,23,23,0,0,0,0,0,0,0.0,0.3,0,0,0
Francesco Caputo,it ITA,AT,Empoli,35,20,15,3,0,1,1,0,0,3.4,0.7,7,18,65
Andrea Carboni,it ITA,ZG,Monza,22,21,16,1,0,0,0,1,0,1.2,0.5,13,46,22
Valentin Carboni,ar ARG,"LT,AT",Monza,18,31,10,2,3,0,0,2,0,2.3,1.7,52,57,75
Marco Carnesecchi,it ITA,G,Atalanta,23,27,27,0,0,0,0,0,0,0.0,0.0,0,0,0
Nicolò Casale,it ITA,ZG,Lazio,25,20,16,0,0,0,0,5,0,0.9,0.0,20,49,4
Giuseppe Caso,it ITA,"AT,LT",Frosinone,24,14,2,0,0,0,0,2,0,0.3,0.2,15,20,37
Valentín Castellanos,ar ARG,AT,Lazio,24,35,16,4,3,0,0,2,0,7.3,1.7,15,47,132
Samu Castillejo,es ESP,"AT,LT",Sassuolo,28,17,6,0,0,0,0,2,0,0.3,1.0,27,26,45
Santiago Castro,ar ARG,AT,Bologna,18,8,2,1,1,0,0,1,0,1.0,0.5,1,1,15
Gaetano Castrovilli,it ITA,"AT,LT",Fiorentina,26,6,5,1,2,0,0,0,0,0.3,0.6,14,12,25
Danilo Cataldi,it ITA,LT,Lazio,28,28,15,1,0,0,0,8,0,0.4,0.8,9,69,7
Emil Ceide,no NOR,"AT,LT",Sassuolo,21,11,0,0,0,0,0,0,0,0.1,0.2,12,3,16
Zeki Çelik,tr TUR,ZG,Roma,26,17,6,0,0,0,0,1,0,0.2,0.6,14,26,38
Fabien Centonze,fr FRA,ZG,Hellas Verona,27,10,7,0,1,0,0,2,0,0.0,1.0,16,14,21
Michele Cerofolini,it ITA,G,Frosinone,24,8,7,0,0,0,0,1,0,0.0,0.0,0,0,0
Alberto Cerri,it ITA,AT,Empoli,27,12,10,1,0,0,0,2,0,1.2,0.2,3,9,23
Leonardo Cerri,it ITA,ZG,Juventus,20,1,0,0,0,0,0,0,0,0.0,0.0,0,0,2
Charlys,br BRA,LT,Hellas Verona,19,2,0,0,0,0,0,0,0,0.0,0.0,0,1,0
Walid Cheddira,ma MAR,AT,Frosinone,25,36,24,7,1,1,1,0,0,9.0,1.4,31,22,139
Federico Chiesa,it ITA,AT,Juventus,25,33,25,9,2,1,1,1,0,6.4,6.2,111,70,216
Oliver Christensen,dk DEN,G,Fiorentina,24,4,4,0,0,0,0,0,0,0.0,0.0,0,0,0
Samuel Chukwueze,ng NGA,AT,Milan,24,24,12,1,3,0,0,1,0,1.7,2.3,52,51,135
Alphadjo Cissè,it ITA,AT,Hellas Verona,16,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Giorgio Cittadini,it ITA,ZG,Monza,21,1,0,0,0,0,0,1,0,0.0,0.0,1,1,1
Giorgio Cittadini,it ITA,ZG,Genoa,21,5,1,0,0,0,0,0,0,0.0,0.0,0,1,1
Patrick Ciurria,it ITA,"ZG,LT",Monza,28,22,18,0,1,0,0,2,0,1.5,2.6,41,68,94
Lorenzo Colombo,it ITA,AT,Monza,21,25,16,4,1,0,0,3,0,3.6,0.6,16,24,75
Andrea Colpani,it ITA,"LT,AT",Monza,24,38,36,8,4,0,0,1,0,4.8,5.0,90,120,193
Pietro Comuzzo,it ITA,"ZG,AT",Fiorentina,18,4,0,0,0,0,0,1,0,0.0,0.0,0,3,0
Andrea Consigli,it ITA,G,Sassuolo,36,35,35,0,0,0,0,1,0,0.0,0.0,0,1,0
Nikita Contini Baranovsky,it ITA,G,Napoli,27,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Diego Coppola,it ITA,ZG,Hellas Verona,19,24,18,2,0,0,0,9,0,1.2,0.2,1,40,0
Tommaso Corazza,it ITA,ZG,Bologna,19,9,1,0,0,0,0,1,0,0.1,0.1,10,14,9
Jeppe Corfitzen,dk DEN,AT,Lecce,18,1,0,0,0,0,0,0,0,0.0,0.0,1,0,0
Giacomo Corona,it ITA,AT,Empoli,19,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
João Costa,br BRA,"LT,AT",Roma,18,3,0,0,0,0,0,1,0,0.0,0.0,0,1,1
Benoît Costil,fr FRA,G,Salernitana,36,13,13,0,0,0,0,0,0,0.0,0.0,0,0,0
Lassana Coulibaly,ml MLI,LT,Salernitana,27,28,25,0,1,0,0,5,0,0.6,0.8,29,88,38
Mamadou Coulibaly,sn SEN,ZG,Salernitana,24,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Alessio Cragno,it ITA,G,Sassuolo,29,3,3,0,0,0,0,0,0,0.0,0.0,0,0,0
Bryan Cristante,it ITA,"LT,ZG",Roma,28,37,37,3,4,0,0,8,0,4.0,2.9,47,234,80
Juan Cruz,ar ARG,"AT,LT",Hellas Verona,24,4,1,0,0,0,0,0,0,0.0,0.1,3,4,4
Juan Cuadrado,co COL,ZG,Inter,35,10,0,0,2,0,0,1,0,0.2,1.6,17,11,35
Marvin Cuni,al ALB,AT,Frosinone,22,22,6,1,0,0,0,0,0,1.3,0.3,6,11,45
Danilo D'Ambrosio,it ITA,ZG,Monza,34,24,16,0,0,0,0,5,1,0.7,0.2,12,61,25
Flavius Daniliuc,at AUT,ZG,Salernitana,22,14,8,0,0,0,0,2,0,0.2,0.2,8,37,2
Danilo,br BRA,ZG,Juventus,32,29,27,1,1,0,0,7,0,1.3,0.9,18,161,21
Matteo Darmian,it ITA,ZG,Inter,33,33,27,2,1,0,0,2,0,1.2,1.8,18,72,82
Juan David Cabal,co COL,ZG,Hellas Verona,22,22,17,0,0,0,0,6,0,0.5,0.4,26,70,48
Keinan Davis,eng ENG,"AT,LT",Udinese,25,8,0,1,0,0,0,2,0,0.5,0.1,2,6,15
Paweł Dawidowicz,pl POL,ZG,Hellas Verona,28,28,25,0,0,0,0,5,0,0.5,0.0,11,89,5
Charles De Ketelaere,be BEL,"AT,LT",Atalanta,22,35,25,10,8,1,1,1,0,7.1,6.1,88,126,219
Mattia De Sciglio,it ITA,ZG,Juventus,30,1,1,0,0,0,0,0,0,0.0,0.0,0,3,1
Lorenzo De Silvestri,it ITA,ZG,Bologna,35,15,7,2,0,0,0,0,0,0.2,0.0,14,27,12
Koni De Winter,be BEL,ZG,Genoa,21,29,26,0,1,0,0,8,1,0.8,1.0,21,76,15
Grégoire Defrel,mq MTQ,"AT,LT",Sassuolo,32,20,7,1,2,0,0,0,0,1.0,1.2,7,17,42
Alessandro Deiola,it ITA,LT,Cagliari,27,27,19,1,0,0,0,7,0,2.5,0.9,9,64,21
Alessandro Dellavalle,it ITA,ZG,Torino,19,1,0,0,0,0,0,0,0,0.0,0.0,0,1,0
Diego Demme,de GER,LT,Napoli,31,2,1,0,0,0,0,1,0,0.0,0.0,3,5,0
Leander Dendoncker,be BEL,LT,Napoli,28,3,0,0,0,0,0,0,0,0.0,0.0,0,2,0
Mattia Destro,it ITA,"AT,LT",Empoli,32,15,3,0,0,0,0,2,0,1.2,0.3,4,4,19
Federico Di Francesco,it ITA,"AT,LT",Lecce,29,2,0,1,0,0,0,0,0,0.1,0.0,1,1,3
Raffaele Di Gennaro,it ITA,G,Inter,29,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Michele Di Gregorio,it ITA,G,Monza,26,33,33,0,0,0,0,0,0,0.0,0.0,0,1,0
Giovanni Di Lorenzo,it ITA,ZG,Napoli,29,36,36,1,6,0,0,6,0,3.1,4.9,95,304,250
Alessandro Di Pardo,it ITA,"ZG,LT",Cagliari,24,15,2,0,0,0,0,0,0,0.1,0.2,6,11,19
Boulaye Dia,sn SEN,"AT,LT",Salernitana,26,17,12,4,0,1,1,1,0,3.9,0.5,18,22,57
Federico Dimarco,it ITA,ZG,Inter,25,30,29,5,6,0,0,0,0,2.9,8.5,51,100,198
Tiago Djaló,pt POR,ZG,Juventus,23,1,0,0,0,0,0,0,0,0.0,0.0,1,2,0
Koffi Djidji,ci CIV,ZG,Torino,30,13,8,0,0,0,0,2,0,0.1,0.0,4,19,3
Berat Djimsiti,al ALB,ZG,Atalanta,30,37,32,0,1,0,0,5,0,0.8,0.7,6,79,10
Dodô,br BRA,ZG,Fiorentina,24,9,7,0,0,0,0,0,0,0.1,0.8,20,39,21
Josh Doig,sct SCO,ZG,Hellas Verona,21,12,11,0,0,0,0,2,0,0.2,0.3,23,15,22
Josh Doig,sct SCO,ZG,Sassuolo,21,16,15,0,2,0,0,5,0,0.2,1.1,30,33,45
Nicolás Domínguez,ar ARG,LT,Bologna,25,2,1,0,0,0,0,0,0,0.0,0.0,1,9,3
Giulio Donati,it ITA,ZG,Monza,33,4,0,0,0,0,0,2,0,0.0,0.2,0,3,5
Patrick Dorgu,dk DEN,"ZG,LT",Lecce,18,32,17,2,0,0,0,6,0,2.0,1.6,37,49,86
Alberto Dossena,it ITA,ZG,Cagliari,24,35,33,2,4,0,0,5,0,2.2,2.1,9,89,2
Radu Drăgușin,ro ROU,ZG,Genoa,21,19,19,2,1,0,0,1,0,1.0,0.8,6,29,13
Ondrej Duda,sk SVK,LT,Hellas Verona,28,32,29,1,4,0,1,14,2,2.2,3.3,34,117,47
Denzel Dumfries,nl NED,ZG,Inter,27,31,19,4,4,0,0,2,1,2.3,4.9,50,51,147
Alfred Duncan,gh GHA,LT,Fiorentina,30,30,24,2,5,0,0,2,0,1.5,2.0,23,133,47
Paulo Dybala,ar ARG,"AT,LT",Roma,29,28,25,13,9,7,7,3,0,10.6,4.3,79,122,167
Festy Ebosele,ie IRL,ZG,Udinese,20,31,20,0,0,0,0,6,1,0.8,1.8,67,35,98
Enzo Ebosse,cm CMR,ZG,Udinese,24,1,0,0,0,0,0,0,0,0.0,0.0,0,1,0
Tyronne Ebuehi,ng NGA,ZG,Empoli,27,15,11,0,1,0,0,0,0,0.3,0.9,34,37,35
Éderson,br BRA,LT,Atalanta,24,36,32,6,1,0,0,8,0,3.5,1.4,32,214,50
Kingsley Ehizibue,nl NED,ZG,Udinese,28,23,11,0,1,0,0,4,0,1.3,0.7,18,15,44
Emmanuel Ekong,se SWE,AT,Empoli,21,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1
Caleb Ekuban,gh GHA,AT,Genoa,29,29,10,4,1,0,0,0,0,2.9,1.4,14,15,93
Elif Elmas,mk MKD,"AT,LT",Napoli,23,11,4,2,0,0,0,2,0,0.5,0.2,14,16,26
Martin Erlic,hr CRO,ZG,Sassuolo,25,32,31,1,0,0,0,5,0,1.0,0.0,19,78,11
Giovanni Fabbian,it ITA,"LT,AT",Bologna,20,27,11,5,2,0,0,4,0,4.2,1.9,11,17,41
Nicolò Fagioli,it ITA,LT,Juventus,22,8,4,0,2,0,0,1,0,0.4,0.7,8,23,15
Wladimiro Falcone,it ITA,G,Lecce,28,38,38,0,0,0,0,0,0,0.0,0.2,0,1,0
Davide Faraoni,it ITA,ZG,Hellas Verona,31,11,7,0,1,0,0,5,0,0.4,0.4,13,28,31
Davide Faraoni,it ITA,ZG,Fiorentina,31,8,4,0,1,0,0,0,0,0.1,0.4,7,17,16
Federico Fazio,ar ARG,ZG,Salernitana,36,17,15,1,0,0,0,3,1,0.4,0.1,2,27,2
